apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,precipType,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
13.87,,2018-10-01 00:00:00,5.0,0.55,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538323200,0.0,10.01,11.0,,2.0
16.87,,2018-10-01 01:00:00,4.01,0.42,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538326800,0.0,10.01,290.0,,5.0
16.87,,2018-10-01 02:00:00,4.01,0.42,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538330400,0.0,10.01,290.0,,6.0
15.87,,2018-10-01 03:00:00,4.01,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538334000,0.0,10.01,281.0,,4.01
15.87,,2018-10-01 04:00:00,4.01,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538337600,0.0,10.01,281.0,,5.0
15.87,,2018-10-01 05:00:00,4.01,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538341200,0.0,10.01,290.0,,5.0
15.87,,2018-10-01 06:00:00,4.01,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538344800,0.0,10.01,290.0,,5.0
16.87,,2018-10-01 07:00:00,4.01,0.42,clear-day,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538348400,,10.01,281.0,12.0,6.0
18.87,,2018-10-01 08:00:00,4.01,0.37,wind,39.929,116.417,rain,dongsi_aq,Breezy,18.87,1538352000,,10.01,300.0,12.0,7.0
20.88,,2018-10-01 09:00:00,4.01,0.33,wind,39.929,116.417,rain,dongsi_aq,Breezy,20.88,1538355600,,10.01,300.0,,8.0
22.86,,2018-10-01 10:00:00,4.01,0.29,clear-day,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538359200,,10.01,311.0,12.0,6.0
23.87,,2018-10-01 11:00:00,1.99,0.24,wind,39.929,116.417,rain,dongsi_aq,Breezy,23.87,1538362800,,10.01,300.0,12.0,8.0
25.88,,2018-10-01 12:00:00,0.98,0.2,wind,39.929,116.417,rain,dongsi_aq,Breezy,25.88,1538366400,,10.01,300.0,14.99,10.0
25.88,,2018-10-01 13:00:00,0.01,0.18,wind,39.929,116.417,rain,dongsi_aq,Breezy,25.88,1538370000,,10.01,311.0,14.99,10.0
26.86,,2018-10-01 14:00:00,0.01,0.17,wind,39.929,116.417,rain,dongsi_aq,Breezy,26.86,1538373600,,10.01,311.0,16.0,10.0
26.86,,2018-10-01 15:00:00,0.98,0.19,wind,39.929,116.417,rain,dongsi_aq,Breezy,26.86,1538377200,,10.01,320.0,13.0,7.0
26.86,,2018-10-01 16:00:00,0.01,0.17,wind,39.929,116.417,rain,dongsi_aq,Breezy,26.86,1538380800,,10.01,311.0,14.99,8.0
25.88,,2018-10-01 17:00:00,0.01,0.18,wind,39.929,116.417,rain,dongsi_aq,Breezy,25.88,1538384400,,10.01,300.0,14.99,8.0
23.87,,2018-10-01 18:00:00,0.01,0.21,wind,39.929,116.417,rain,dongsi_aq,Breezy,23.87,1538388000,0.0,10.01,300.0,,7.0
22.86,,2018-10-01 19:00:00,0.01,0.22,wind,39.929,116.417,rain,dongsi_aq,Breezy,22.86,1538391600,0.0,10.01,311.0,,7.0
21.88,,2018-10-01 20:00:00,0.99,0.25,clear-night,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538395200,0.0,10.01,311.0,,6.0
20.88,,2018-10-01 21:00:00,0.99,0.27,clear-night,39.929,116.417,rain,dongsi_aq,Clear,20.88,1538398800,0.0,10.01,311.0,,6.0
14.87,,2018-10-01 22:00:00,3.0,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,14.87,1538402400,0.0,10.01,330.0,,3.0
18.87,,2018-10-01 23:00:00,2.0,0.32,clear-night,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538406000,0.0,10.01,311.0,,4.01
17.87,,2018-10-02 00:00:00,2.0,0.35,clear-night,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538409600,0.0,10.01,300.0,,4.01
17.87,,2018-10-02 01:00:00,2.0,0.35,clear-night,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538413200,0.0,10.01,300.0,,4.01
13.87,,2018-10-02 02:00:00,3.0,0.48,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538416800,0.0,10.01,300.0,,3.0
11.87,,2018-10-02 03:00:00,6.0,0.67,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538420400,0.0,10.01,350.0,,2.0
11.87,,2018-10-02 04:00:00,5.0,0.63,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538424000,0.0,10.01,11.0,,1.0
10.87,,2018-10-02 05:00:00,6.0,0.72,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538427600,0.0,10.01,0.0,,2.0
9.03,,2018-10-02 06:00:00,6.0,0.77,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538431200,0.0,10.01,350.0,,2.0
11.87,,2018-10-02 07:00:00,8.01,0.77,clear-day,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538434800,,10.01,350.0,,3.0
15.87,,2018-10-02 08:00:00,6.99,0.56,clear-day,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538438400,,10.01,0.0,,2.0
19.87,,2018-10-02 09:00:00,4.99,0.38,clear-day,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538442000,,10.01,330.0,,3.0
21.88,,2018-10-02 10:00:00,5.99,0.36,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538445600,,10.01,330.0,,3.0
22.86,,2018-10-02 11:00:00,4.01,0.29,clear-day,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538449200,,10.01,281.0,,4.01
24.87,,2018-10-02 12:00:00,2.99,0.24,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538452800,,10.01,300.0,,3.0
24.87,,2018-10-02 13:00:00,0.98,0.21,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538456400,,10.01,,,
25.88,,2018-10-02 14:00:00,1.99,0.21,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538460000,,10.01,311.0,8.0,3.0
25.88,,2018-10-02 15:00:00,1.99,0.21,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538463600,,10.01,230.0,8.0,2.0
25.88,,2018-10-02 16:00:00,0.98,0.2,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538467200,,10.01,270.0,10.0,4.01
25.88,,2018-10-02 17:00:00,0.98,0.2,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538470800,,10.01,270.0,8.99,4.01
19.87,,2018-10-02 18:00:00,6.99,0.43,clear-night,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538474400,0.0,10.01,260.0,8.99,2.0
23.87,,2018-10-02 19:00:00,1.99,0.24,clear-night,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538478000,0.0,10.01,260.0,,3.0
22.86,,2018-10-02 20:00:00,0.99,0.24,clear-night,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538481600,0.0,10.01,270.0,11.0,3.0
12.87,,2018-10-02 21:00:00,8.01,0.72,clear-night,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538485200,0.0,10.01,,,0.0
11.87,,2018-10-02 22:00:00,9.0,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538488800,0.0,10.01,341.0,,2.0
11.87,,2018-10-02 23:00:00,9.0,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538492400,0.0,10.01,0.0,,2.0
10.87,,2018-10-03 00:00:00,9.01,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538496000,0.0,10.01,350.0,,2.0
10.87,,2018-10-03 01:00:00,9.01,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538499600,0.0,10.01,0.0,,2.0
11.87,,2018-10-03 02:00:00,6.99,0.72,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538503200,0.0,10.01,350.0,,2.0
10.87,,2018-10-03 03:00:00,8.01,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538506800,0.0,10.01,341.0,,2.0
8.35,,2018-10-03 04:00:00,8.01,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538510400,0.0,10.01,330.0,,3.0
7.16,,2018-10-03 06:00:00,6.0,0.82,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538517600,0.0,10.01,350.0,,3.0
10.87,,2018-10-03 07:00:00,8.01,0.83,clear-day,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538521200,,10.01,341.0,,3.0
16.87,,2018-10-03 08:00:00,8.0,0.56,clear-day,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538524800,,10.01,350.0,,2.0
18.87,,2018-10-03 09:00:00,4.99,0.4,clear-day,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538528400,,10.01,0.0,,3.0
21.88,,2018-10-03 10:00:00,4.01,0.31,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538532000,,10.01,330.0,,3.0
23.87,,2018-10-03 11:00:00,4.0,0.28,clear-day,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538535600,,10.01,330.0,,2.0
24.87,,2018-10-03 12:00:00,1.99,0.22,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538539200,,10.01,11.0,,2.0
25.88,,2018-10-03 13:00:00,0.98,0.2,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538542800,,10.01,20.0,,2.0
25.88,,2018-10-03 14:00:00,0.98,0.2,clear-day,39.929,116.417,rain,dongsi_aq,Clear,25.88,1538546400,,10.01,30.0,,2.0
26.86,,2018-10-03 15:00:00,0.98,0.19,clear-day,39.929,116.417,rain,dongsi_aq,Clear,26.86,1538550000,,10.01,30.0,,2.0
26.86,,2018-10-03 16:00:00,-1.02,0.16,clear-day,39.929,116.417,rain,dongsi_aq,Clear,26.86,1538553600,,10.01,41.0,,2.0
23.87,,2018-10-03 17:00:00,2.99,0.26,clear-day,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538557200,,10.01,80.0,,2.0
16.87,,2018-10-03 18:00:00,9.0,0.6,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538560800,0.0,10.01,101.0,,1.0
13.87,,2018-10-03 19:00:00,9.0,0.72,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538564400,0.0,10.01,161.0,,1.0
13.87,,2018-10-03 20:00:00,9.0,0.72,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538568000,0.0,10.01,,,0.0
11.87,,2018-10-03 21:00:00,9.99,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538571600,0.0,10.01,50.0,,1.0
10.87,,2018-10-03 22:00:00,9.01,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538575200,0.0,10.01,50.0,,1.0
10.87,,2018-10-03 23:00:00,9.99,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538578800,0.0,10.01,60.0,,1.0
9.87,,2018-10-04 00:00:00,9.0,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538582400,0.0,10.01,,,0.0
9.03,,2018-10-04 01:00:00,8.01,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538586000,0.0,10.01,11.0,,2.0
9.87,,2018-10-04 02:00:00,9.0,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538589600,0.0,10.01,11.0,,1.0
9.87,,2018-10-04 03:00:00,9.0,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538593200,0.0,10.01,30.0,,1.0
8.87,,2018-10-04 04:00:00,8.01,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538596800,0.0,10.01,30.0,,1.0
7.87,,2018-10-04 05:00:00,7.87,1.0,clear-night,39.929,116.417,rain,dongsi_aq,Clear,7.87,1538600400,0.0,10.01,11.0,,1.0
7.88,,2018-10-04 06:00:00,8.01,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538604000,0.0,10.01,0.0,,2.0
9.03,,2018-10-04 07:00:00,8.01,0.88,clear-day,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538607600,,10.01,350.0,,2.0
13.87,,2018-10-04 08:00:00,9.99,0.77,clear-day,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538611200,,10.01,0.0,,3.0
17.87,,2018-10-04 09:00:00,8.0,0.52,clear-day,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538614800,,10.01,341.0,,3.0
19.87,,2018-10-04 10:00:00,8.0,0.46,clear-day,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538618400,,10.01,0.0,,2.0
20.88,,2018-10-04 11:00:00,9.99,0.5,clear-day,39.929,116.417,rain,dongsi_aq,Clear,20.88,1538622000,,10.01,,,
22.86,,2018-10-04 12:00:00,10.98,0.47,clear-day,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538625600,,10.01,71.0,,2.0
23.87,,2018-10-04 13:00:00,9.98,0.41,clear-day,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538629200,,10.01,120.0,,2.0
24.87,,2018-10-04 14:00:00,9.98,0.39,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538632800,,10.01,161.0,,3.0
24.87,,2018-10-04 15:00:00,9.98,0.39,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538636400,,10.01,140.0,,2.0
24.87,,2018-10-04 16:00:00,10.98,0.42,clear-day,39.929,116.417,rain,dongsi_aq,Clear,24.87,1538640000,,10.01,131.0,,2.0
21.88,,2018-10-04 17:00:00,12.99,0.57,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538643600,,8.0,131.0,,2.0
16.87,,2018-10-04 18:00:00,13.0,0.78,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538647200,0.0,7.0,80.0,,1.0
18.87,,2018-10-04 19:00:00,11.99,0.64,clear-night,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538650800,0.0,8.0,120.0,,2.0
17.87,,2018-10-04 20:00:00,11.99,0.69,clear-night,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538654400,0.0,8.0,101.0,,2.0
16.87,,2018-10-04 21:00:00,13.0,0.78,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538658000,0.0,8.0,80.0,,2.0
15.87,,2018-10-04 22:00:00,11.99,0.78,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538661600,0.0,8.0,80.0,,2.0
13.87,,2018-10-04 23:00:00,11.99,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538665200,0.0,8.0,,,0.0
12.87,,2018-10-05 00:00:00,11.99,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538668800,0.0,8.0,,,0.0
11.87,,2018-10-05 01:00:00,10.99,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538672400,0.0,8.0,60.0,,1.0
11.87,,2018-10-05 02:00:00,10.99,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,11.87,1538676000,0.0,7.0,0.0,,1.0
10.87,,2018-10-05 03:00:00,10.87,1.0,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538679600,0.0,7.0,,,0.0
10.87,,2018-10-05 04:00:00,10.87,1.0,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538683200,0.0,7.0,0.0,,2.0
10.87,,2018-10-05 05:00:00,9.99,0.94,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538686800,0.0,7.0,0.0,,1.0
9.87,,2018-10-05 06:00:00,9.87,1.0,clear-night,39.929,116.417,rain,dongsi_aq,Clear,9.87,1538690400,0.0,6.0,11.0,,1.0
10.87,,2018-10-05 07:00:00,10.87,1.0,clear-day,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538694000,,6.0,90.0,,1.0
14.87,0.44,2018-10-05 08:00:00,13.0,0.89,partly-cloudy-day,39.929,116.417,rain,dongsi_aq,Partly Cloudy,14.87,1538697600,1.0,7.0,11.0,,1.0
17.87,0.44,2018-10-05 09:00:00,13.0,0.73,partly-cloudy-day,39.929,116.417,rain,dongsi_aq,Partly Cloudy,17.87,1538701200,2.0,7.0,0.0,,2.0
18.87,0.44,2018-10-05 10:00:00,13.0,0.69,partly-cloudy-day,39.929,116.417,rain,dongsi_aq,Partly Cloudy,18.87,1538704800,3.0,7.0,50.0,,2.0
19.87,,2018-10-05 11:00:00,11.99,0.6,clear-day,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538708400,,7.0,50.0,,2.0
21.88,,2018-10-05 12:00:00,11.99,0.53,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538712000,,8.0,50.0,,2.0
22.86,,2018-10-05 13:00:00,10.98,0.47,clear-day,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538715600,,8.0,,,
22.86,,2018-10-05 14:00:00,10.98,0.47,clear-day,39.929,116.417,rain,dongsi_aq,Clear,22.86,1538719200,,8.0,140.0,,2.0
23.87,,2018-10-05 15:00:00,9.98,0.41,clear-day,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538722800,,8.0,131.0,,2.0
23.87,,2018-10-05 16:00:00,9.98,0.41,clear-day,39.929,116.417,rain,dongsi_aq,Clear,23.87,1538726400,,8.0,180.0,,2.0
20.88,,2018-10-05 17:00:00,12.99,0.61,clear-day,39.929,116.417,rain,dongsi_aq,Clear,20.88,1538730000,,8.0,80.0,,1.0
16.87,,2018-10-05 18:00:00,13.99,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538733600,0.0,8.0,41.0,,1.0
14.87,,2018-10-05 19:00:00,13.0,0.89,clear-night,39.929,116.417,rain,dongsi_aq,Clear,14.87,1538737200,0.0,8.0,20.0,,2.0
14.87,,2018-10-05 20:00:00,13.0,0.89,clear-night,39.929,116.417,rain,dongsi_aq,Clear,14.87,1538740800,0.0,8.0,50.0,,2.0
15.87,,2018-10-05 21:00:00,13.0,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538744400,0.0,8.0,341.0,,2.0
16.87,,2018-10-05 22:00:00,11.99,0.73,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538748000,0.0,6.0,341.0,,2.0
14.87,,2018-10-05 23:00:00,11.99,0.83,clear-night,39.929,116.417,rain,dongsi_aq,Clear,14.87,1538751600,0.0,6.0,0.0,,2.0
17.87,,2018-10-06 00:00:00,13.0,0.73,clear-night,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538755200,0.0,6.0,330.0,,3.0
15.87,,2018-10-06 01:00:00,11.99,0.78,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538758800,0.0,6.0,0.0,,4.01
18.87,,2018-10-06 02:00:00,6.99,0.46,wind,39.929,116.417,rain,dongsi_aq,Breezy,18.87,1538762400,0.0,10.01,300.0,,7.0
17.87,,2018-10-06 03:00:00,5.0,0.43,wind,39.929,116.417,rain,dongsi_aq,Breezy,17.87,1538766000,0.0,10.01,311.0,,7.0
15.87,,2018-10-06 04:00:00,4.01,0.45,clear-night,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538769600,0.0,10.01,330.0,,5.0
14.87,,2018-10-06 05:00:00,3.0,0.45,wind,39.929,116.417,rain,dongsi_aq,Breezy,14.87,1538773200,0.0,10.01,0.0,,7.0
13.87,,2018-10-06 06:00:00,0.99,0.41,clear-night,39.929,116.417,rain,dongsi_aq,Clear,13.87,1538776800,0.0,10.01,0.0,,6.0
12.87,,2018-10-06 07:00:00,0.99,0.44,clear-day,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538780400,,10.01,350.0,,5.0
15.87,,2018-10-06 08:00:00,0.02,0.34,clear-day,39.929,116.417,rain,dongsi_aq,Clear,15.87,1538784000,,10.01,350.0,,6.0
16.87,,2018-10-06 09:00:00,-3.97,0.24,wind,39.929,116.417,rain,dongsi_aq,Breezy,16.87,1538787600,,10.01,0.0,,7.0
17.87,,2018-10-06 10:00:00,-5.98,0.19,wind,39.929,116.417,rain,dongsi_aq,Breezy,17.87,1538791200,,10.01,0.0,,7.0
18.87,,2018-10-06 11:00:00,-5.98,0.18,clear-day,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538794800,,10.01,11.0,,5.0
20.88,,2018-10-06 12:00:00,-9.97,0.12,wind,39.929,116.417,rain,dongsi_aq,Breezy,20.88,1538798400,,10.01,320.0,13.0,8.0
20.88,,2018-10-06 13:00:00,-8.96,0.13,wind,39.929,116.417,rain,dongsi_aq,Breezy,20.88,1538802000,,10.01,311.0,14.0,8.99
20.88,,2018-10-06 14:00:00,-9.97,0.12,wind,39.929,116.417,rain,dongsi_aq,Breezy,20.88,1538805600,,10.01,311.0,14.0,8.99
21.88,,2018-10-06 15:00:00,-8.96,0.12,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538809200,,10.01,330.0,12.0,5.0
20.88,,2018-10-06 16:00:00,-8.96,0.13,wind,39.929,116.417,rain,dongsi_aq,Breezy,20.88,1538812800,,10.01,300.0,,7.0
19.87,,2018-10-06 17:00:00,-9.97,0.12,wind,39.929,116.417,rain,dongsi_aq,Breezy,19.87,1538816400,,10.01,281.0,13.0,8.0
18.87,,2018-10-06 18:00:00,-9.97,0.13,wind,39.929,116.417,rain,dongsi_aq,Breezy,18.87,1538820000,0.0,10.01,281.0,13.0,7.0
17.87,,2018-10-06 19:00:00,-10.97,0.13,wind,39.929,116.417,rain,dongsi_aq,Breezy,17.87,1538823600,0.0,10.01,290.0,13.0,7.0
16.87,,2018-10-06 20:00:00,-9.97,0.15,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538827200,0.0,10.01,300.0,14.0,6.0
10.87,,2018-10-06 21:00:00,-2.97,0.38,clear-night,39.929,116.417,rain,dongsi_aq,Clear,10.87,1538830800,0.0,10.01,311.0,,4.01
7.87,,2018-10-06 22:00:00,-1.01,0.53,clear-night,39.929,116.417,rain,dongsi_aq,Clear,7.87,1538834400,0.0,10.01,,,
6.87,,2018-10-06 23:00:00,0.99,0.66,clear-night,39.929,116.417,rain,dongsi_aq,Clear,6.87,1538838000,0.0,10.01,,,
5.87,,2018-10-07 00:00:00,2.0,0.76,clear-night,39.929,116.417,rain,dongsi_aq,Clear,5.87,1538841600,0.0,10.01,,,0.0
5.87,,2018-10-07 01:00:00,0.99,0.71,clear-night,39.929,116.417,rain,dongsi_aq,Clear,5.87,1538845200,0.0,10.01,,,0.0
12.87,,2018-10-07 02:00:00,-4.97,0.28,clear-night,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538848800,0.0,10.01,270.0,,4.01
12.87,,2018-10-07 03:00:00,-8.95,0.21,clear-night,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538852400,0.0,10.01,260.0,,4.01
7.88,,2018-10-07 04:00:00,-3.97,0.4,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538856000,0.0,10.01,311.0,,2.0
12.87,,2018-10-07 05:00:00,-7.97,0.23,clear-night,39.929,116.417,rain,dongsi_aq,Clear,12.87,1538859600,0.0,10.01,300.0,,5.0
7.16,,2018-10-07 06:00:00,-3.97,0.4,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538863200,0.0,10.01,270.0,,3.0
6.71,,2018-10-07 07:00:00,0.02,0.58,clear-day,39.929,116.417,rain,dongsi_aq,Clear,7.87,1538866800,,10.01,30.0,,2.0
14.87,,2018-10-07 08:00:00,-5.97,0.23,clear-day,39.929,116.417,rain,dongsi_aq,Clear,14.87,1538870400,,10.01,260.0,,3.0
17.87,,2018-10-07 09:00:00,-4.97,0.21,clear-day,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538874000,,10.01,341.0,,3.0
18.87,,2018-10-07 10:00:00,-8.96,0.14,clear-day,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538877600,,10.01,290.0,,4.01
19.87,,2018-10-07 11:00:00,-9.97,0.12,clear-day,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538881200,,10.01,270.0,11.0,6.0
20.88,,2018-10-07 12:00:00,-12.97,0.09,wind,39.929,116.417,rain,dongsi_aq,Windy,20.88,1538884800,,10.01,281.0,19.01,12.0
21.88,,2018-10-07 13:00:00,-11.96,0.09,wind,39.929,116.417,rain,dongsi_aq,Windy,21.88,1538888400,,10.01,300.0,18.0,13.0
21.88,,2018-10-07 14:00:00,-11.96,0.09,wind,39.929,116.417,rain,dongsi_aq,Windy,21.88,1538892000,,10.01,290.0,18.0,8.99
22.86,,2018-10-07 15:00:00,-11.96,0.09,wind,39.929,116.417,rain,dongsi_aq,Breezy,22.86,1538895600,,10.01,300.0,,8.99
21.88,,2018-10-07 16:00:00,-11.96,0.09,wind,39.929,116.417,rain,dongsi_aq,Breezy,21.88,1538899200,,10.01,300.0,14.0,8.0
21.88,,2018-10-07 17:00:00,-11.96,0.09,clear-day,39.929,116.417,rain,dongsi_aq,Clear,21.88,1538902800,,10.01,300.0,13.0,6.0
19.87,,2018-10-07 18:00:00,-9.97,0.12,clear-night,39.929,116.417,rain,dongsi_aq,Clear,19.87,1538906400,0.0,10.01,230.0,8.99,3.0
18.87,,2018-10-07 19:00:00,-7.97,0.15,clear-night,39.929,116.417,rain,dongsi_aq,Clear,18.87,1538910000,0.0,10.01,191.0,,4.01
16.87,,2018-10-07 20:00:00,-5.97,0.2,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538913600,0.0,10.01,191.0,,3.0
17.87,,2018-10-07 21:00:00,-6.97,0.18,clear-night,39.929,116.417,rain,dongsi_aq,Clear,17.87,1538917200,0.0,10.01,200.0,,3.0
16.87,,2018-10-07 22:00:00,-3.97,0.24,clear-night,39.929,116.417,rain,dongsi_aq,Clear,16.87,1538920800,0.0,10.01,200.0,,3.0
8.87,,2018-10-07 23:00:00,0.99,0.58,clear-night,39.929,116.417,rain,dongsi_aq,Clear,8.87,1538924400,0.0,10.01,,,
4.38,,2018-10-08 00:00:00,2.0,0.76,clear-night,39.929,116.417,rain,dongsi_aq,Clear,5.87,1538928000,0.0,10.01,350.0,,2.0
4.38,,2018-10-08 01:00:00,0.99,0.71,clear-night,39.929,116.417,rain,dongsi_aq,Clear,5.87,1538931600,0.0,10.01,0.0,,2.0
4.38,,2018-10-08 02:00:00,2.0,0.76,clear-night,39.929,116.417,rain,dongsi_aq,Clear,5.87,1538935200,0.0,10.01,0.0,,2.0
4.87,,2018-10-08 03:00:00,2.0,0.82,clear-night,39.929,116.417,rain,dongsi_aq,Clear,4.87,1538938800,0.0,10.01,,,0.0
4.87,,2018-10-08 04:00:00,3.0,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,4.87,1538942400,0.0,10.01,0.0,,1.0
1.16,,2018-10-08 05:00:00,2.0,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,3.88,1538946000,0.0,10.01,350.0,,3.0
1.16,,2018-10-08 06:00:00,2.0,0.88,clear-night,39.929,116.417,rain,dongsi_aq,Clear,3.88,1538949600,0.0,10.01,350.0,,3.0
4.15,,2018-10-08 07:00:00,2.0,0.71,clear-day,39.929,116.417,rain,dongsi_aq,Clear,6.87,1538953200,,10.01,0.0,,4.01
