,station_name,lat,lon
1660, '谢村', '22.996764', '113.30276'
1661, '钟村', '22.992149', '113.322918'
1662, '汉溪长隆', '22.999313', '113.336756'
1663, '南村万博', '23.010395', '113.354494'
1664, '员岗', '23.021922', '113.372568'
1665, '板桥', '23.022994', '113.394397'
1666, '大学城南', '23.049726', '113.406979'
1667, '高增', '23.361277', '113.30192'
1668, '清塘', '23.378378', '113.26929'
1669, '清布', '23.384391', '113.256894'
1670, '莲塘', '23.395517', '113.251585'
1671, '马鞍山公园', '23.405071', '113.244551'
1672, '花都广场', '23.40691', '113.229342'
1673, '花果山公园', '23.393124', '113.224906'
1674, '花城路', '23.385615', '113.22006'
1675, '广州北站', '23.382068', '113.208547'
1676, '花都汽车城', '23.386049', '113.186639'
1677, '飞鹅岭', '23.384468', '113.161418'
1678, '新沙', '23.143256', '113.657386'
1679, '官湖', '23.143698', '113.643014'
1680, '新塘', '23.138044', '113.611796'
1681, '白江', '23.129209', '113.602152'
1682, '沙村', '23.116054', '113.57735'
1683, '南岗', '23.102067', '113.548463'
1684, '夏园', '23.089392', '113.524588'
1685, '南海神庙', '23.089571', '113.503886'
1686, '双岗', '23.099853', '113.482102'
1687, '裕丰围', '23.100147', '113.461869'
1688, '鱼珠', '23.10609', '113.43874'
1689, '香雪', '23.178664', '113.507439'
1690, '萝岗', '23.181253', '113.488513'
1691, '苏元', '23.176355', '113.474517'
1692, '暹岗', '23.178157', '113.46672'
1693, '金峰', '23.186772', '113.457791'
1694, '黄陂', '23.194286', '113.439609'
1695, '高塘石', '23.197275', '113.416819'
1696, '柯木塱', '23.199766', '113.402365'
1697, '龙洞', '23.197317', '113.384183'
1698, '植物园', '23.196087', '113.372236'
1699, '长湴', '23.184202', '113.355914'
1700, '天河客运站', '23.176465', '113.35038'
1701, '燕塘', '23.166047', '113.334043'
1702, '天平架', '23.165239', '113.327912'
1703, '沙河顶', '23.153135', '113.31344'
1704, '黄花岗', '23.147435', '113.306513'
1705, '区庄', '23.140194', '113.303405'
1706, '东山口', '23.130338', '113.302223'
1707, '东湖', '23.12151', '113.295253'
1708, '团一大广场', '23.124252', '113.284569'
1709, '北京路', '23.124931', '113.276481'
1710, '海珠广场', '23.121205', '113.2723'
1711, '一德路', '23.119089', '113.263704'
1712, '文化公园', '23.115126', '113.256183'
1713, '黄沙', '23.116509', '113.246398'
1714, '如意坊', '23.120728', '113.238208'
1715, '坦尾', '23.131109', '113.224749'
1716, '河沙', '23.140817', '113.224067'
1717, '沙贝', '23.157883', '113.217942'
1718, '横沙', '23.163816', '113.213291'
1719, '浔峰岗', '23.170073', '113.208259'
1720, '浔峰岗', '23.170073', '113.208259'
1721, '横沙', '23.163816', '113.213291'
1722, '沙贝', '23.157883', '113.217942'
1723, '河沙', '23.140817', '113.224067'
1724, '坦尾', '23.131109', '113.224749'
1725, '如意坊', '23.120728', '113.238208'
1726, '黄沙', '23.116509', '113.246398'
1727, '文化公园', '23.115126', '113.256183'
1728, '一德路', '23.119089', '113.263704'
1729, '海珠广场', '23.121205', '113.2723'
1730, '北京路', '23.124931', '113.276481'
1731, '团一大广场', '23.124252', '113.284569'
1732, '东湖', '23.12151', '113.295253'
1733, '东山口', '23.130338', '113.302223'
1734, '区庄', '23.140194', '113.303405'
1735, '黄花岗', '23.147435', '113.306513'
1736, '沙河顶', '23.153135', '113.31344'
1737, '天平架', '23.165239', '113.327912'
1738, '燕塘', '23.166047', '113.334043'
1739, '天河客运站', '23.176465', '113.35038'
1740, '长湴', '23.184202', '113.355914'
1741, '植物园', '23.196087', '113.372236'
1742, '龙洞', '23.197317', '113.384183'
1743, '柯木塱', '23.199766', '113.402365'
1744, '高塘石', '23.197275', '113.416819'
1745, '黄陂', '23.194286', '113.439609'
1746, '金峰', '23.186772', '113.457791'
1747, '暹岗', '23.178157', '113.46672'
1748, '苏元', '23.176355', '113.474517'
1749, '萝岗', '23.181253', '113.488513'
1750, '香雪', '23.178664', '113.507439'
1751, '大学城南', '23.049726', '113.406979'
1752, '板桥', '23.022994', '113.394397'
1753, '员岗', '23.021922', '113.372568'
1754, '南村万博', '23.010395', '113.354494'
1755, '汉溪长隆', '22.999313', '113.336756'
1756, '钟村', '22.992149', '113.322918'
1757, '谢村', '22.996764', '113.30276'
1758, '石壁', '23.000412', '113.284809'
1759, '广州南站', '22.995323', '113.276784'
1760, '新和', '23.41918', '113.473332'
1761, '红卫', '23.40521', '113.493217'
1762, '新南', '23.384279', '113.501267'
1763, '枫下', '23.369735', '113.514389'
1764, '知识城', '23.356214', '113.530631'
1765, '何棠下', '23.337778', '113.550144'
1766, '旺村', '23.328501', '113.55874'
1767, '汤村', '23.313246', '113.571234'
1768, '镇龙北', '23.294549', '113.583992'
1769, '镇龙', '23.289785', '113.598965'
1770, '镇龙', '23.289785', '113.598965'
1771, '镇龙北', '23.294549', '113.583992'
1772, '汤村', '23.313246', '113.571234'
1773, '旺村', '23.328501', '113.55874'
1774, '何棠下', '23.337778', '113.550144'
1775, '知识城', '23.356214', '113.530631'
1776, '枫下', '23.369735', '113.514389'
1777, '新南', '23.384279', '113.501267'
1778, '红卫', '23.40521', '113.493217'
1779, '新和', '23.41918', '113.473332'
1780, '飞鹅岭', '23.384468', '113.161418'
1781, '花都汽车城', '23.386049', '113.186639'
1782, '广州北站', '23.382068', '113.208547'
1783, '花城路', '23.385615', '113.22006'
1784, '花果山公园', '23.393124', '113.224906'
1785, '花都广场', '23.40691', '113.229342'
1786, '马鞍山公园', '23.405071', '113.244551'
1787, '莲塘', '23.395517', '113.251585'
1788, '清布', '23.384391', '113.256894'
1789, '清塘', '23.378378', '113.26929'
1790, '高增', '23.361277', '113.30192'
1791, '鱼珠', '23.10609', '113.43874'
1792, '裕丰围', '23.100147', '113.461869'
1793, '双岗', '23.100147', '113.461869'
1794, '南海神庙', '23.099853', '113.482102'
1795, '夏园', '23.089571', '113.503886'
1796, '南岗', '23.089392', '113.524588'
1797, '沙村', '23.102067', '113.548463'
1798, '白江', '23.116054', '113.57735'
1799, '新塘', '23.129209', '113.602152'
1800, '官湖', '23.138044', '113.611796'
1801, '新沙', '23.143698', '113.643014'
1802, '广州南站', '22.995323', '113.276784'
1803, '石壁', '23.000412', '113.284809'
1804, '会江', '23.019116', '113.292953'
1805, '南浦', '23.040016', '113.299986'
1806, '洛溪', '23.049312', '113.305213'
1807, '南洲', '23.069927', '113.304367'
1808, '东晓南', '23.077434', '113.30085'
1809, '江泰路', '23.088395', '113.287004'
1810, '昌岗', '23.096953', '113.283304'
1811, '江南西', '23.103578', '113.28034'
1812, '市二宫', '23.112226', '113.276273'
1813, '海珠广场', '23.121205', '113.2723'
1814, '公园前', '23.131645', '113.270642'
1815, '纪念堂', '23.138256', '113.26981'
1816, '越秀公园', '23.146386', '113.267746'
1817, '广州火车站', '23.153768', '113.262337'
1818, '三元里', '23.165353', '113.263705'
1819, '飞翔公园', '23.17509', '113.270096'
1820, '白云公园', '23.18798', '113.277335'
1821, '白云文化广场', '23.196198', '113.282019'
1822, '萧岗', '23.204681', '113.28681'
1823, '江夏', '23.217573', '113.289643'
1824, '黄边', '23.228138', '113.29371'
1825, '嘉禾望岗', '23.243797', '113.295105'
1826, '南沙客运港', '22.772252', '113.616639'
1827, '南横', '22.753883', '113.600887'
1828, '塘坑', '22.758708', '113.579596'
1829, '大涌', '22.765895', '113.561355'
1830, '广隆', '22.778545', '113.547034'
1831, '飞沙角', '22.787892', '113.547724'
1832, '金洲', '22.798446', '113.545456'
1833, '蕉门', '22.806853', '113.534004'
1834, '黄阁', '22.830976', '113.525193'
1835, '黄阁汽车城', '22.842227', '113.51606'
1836, '庆盛', '22.872712', '113.497012'
1837, '东涌', '22.891371', '113.485537'
1838, '低涌', '22.925609', '113.491286'
1839, '海傍', '22.945145', '113.481964'
1840, '石碁', '22.962953', '113.471801'
1841, '新造', '23.034558', '113.422056'
1842, '大学城南', '23.049726', '113.406979'
1843, '大学城北', '23.064522', '113.391928'
1844, '官洲', '23.073091', '113.383236'
1845, '万胜围', '23.103967', '113.391201'
1846, '车陂南', '23.121955', '113.396613'
1847, '车陂', '23.130747', '113.401879'
1848, '黄村', '23.138551', '113.413705'
1849, '番禺广场', '22.941899', '113.391878'
1850, '市桥', '22.955511', '113.368378'
1851, '汉溪长隆', '22.999313', '113.336756'
1852, '大石', '23.023505', '113.328206'
1853, '厦滘', '23.043327', '113.327272'
1854, '沥滘', '23.060698', '113.325597'
1855, '大塘', '23.083674', '113.328231'
1856, '客村', '23.102117', '113.327116'
1857, '广州塔', '23.112018', '113.329817'
1858, '珠江新城', '23.125212', '113.32769'
1859, '体育西路', '23.136921', '113.328028'
1860, '石牌桥', '23.13898', '113.3382'
1861, '岗顶', '23.140587', '113.346144'
1862, '华师', '23.146269', '113.351857'
1863, '五山', '23.158306', '113.358452'
1864, '天河客运站', '23.176465', '113.35038'
1865, '西朗', '23.070983', '113.23861'
1866, '坑口', '23.084633', '113.23904'
1867, '花地湾', '23.092832', '113.240555'
1868, '芳村', '23.104348', '113.242167'
1869, '黄沙', '23.116509', '113.246398'
1870, '长寿路', '31.246718', '121.444762'
1871, '陈家祠', '23.131612', '113.252777'
1872, '西门口', '23.131304', '113.262402'
1873, '公园前', '23.131645', '113.270642'
1874, '农讲所', '23.132934', '113.281777'
1875, '烈士陵园', '23.132935', '113.292185'
1876, '东山口', '23.130338', '113.302223'
1877, '杨箕', '23.133238', '113.314681'
1878, '体育西路', '23.136921', '113.328028'
1879, '体育中心', '23.140764', '113.33493'
1880, '广州东站', '23.155809', '113.330834'
1881, '文冲', '23.109483', '113.475508'
1882, '大沙东', '23.111949', '113.464838'
1883, '大沙地', '23.108855', '113.452565'
1884, '鱼珠', '23.10609', '113.43874'
1885, '三溪', '23.110237', '113.422299'
1886, '东圃', '23.11579', '113.408072'
1887, '车陂南', '23.121955', '113.396613'
1888, '科韵路', '23.12527', '113.383954'
1889, '员村', '23.121557', '113.370415'
1890, '潭村', '23.123061', '113.35257'
1891, '猎德', '23.12434', '113.338872'
1892, '珠江新城', '23.125212', '113.32769'
1893, '五羊邨', '23.12577', '113.320796'
1894, '杨箕', '23.133238', '113.314681'
1895, '动物园', '39.943923', '116.345204'
1896, '区庄', '23.140194', '113.303405'
1897, '淘金', '23.142699', '113.293138'
1898, '小北', '23.145765', '113.282933'
1899, '广州火车站', '23.153768', '113.262337'
1900, '西村', '23.148021', '113.248455'
1901, '西场', '23.143117', '113.244563'
1902, '中山八', '23.131228', '113.239453'
1903, '坦尾', '23.131109', '113.224749'
1904, '滘口', '23.119403', '113.21494'
1905, '黄村', '23.138551', '113.413705'
1906, '车陂', '23.130747', '113.401879'
1907, '车陂南', '23.121955', '113.396613'
1908, '万胜围', '23.103967', '113.391201'
1909, '官洲', '23.073091', '113.383236'
1910, '大学城北', '23.064522', '113.391928'
1911, '大学城南', '23.049726', '113.406979'
1912, '新造', '23.034558', '113.422056'
1913, '石碁', '22.962953', '113.471801'
1914, '海傍', '22.945145', '113.481964'
1915, '低涌', '22.925609', '113.491286'
1916, '东涌', '22.891371', '113.485537'
1917, '庆盛', '22.872712', '113.497012'
1918, '黄阁汽车城', '22.842227', '113.51606'
1919, '黄阁', '22.830976', '113.525193'
1920, '蕉门', '22.806853', '113.534004'
1921, '金洲', '22.798446', '113.545456'
1922, '飞沙角', '22.787892', '113.547724'
1923, '广隆', '22.778545', '113.547034'
1924, '大涌', '22.765895', '113.561355'
1925, '塘坑', '22.758708', '113.579596'
1926, '南横', '22.753883', '113.600887'
1927, '南沙客运港', '22.772252', '113.616639'
1928, '林和西', '23.147144', '113.330347'
1929, '体育中心南', '23.139833', '113.33019'
1930, '天河南', '23.137116', '113.330675'
1931, '黄埔大道', '23.132683', '113.330916'
1932, '妇儿中心', '23.128275', '113.331216'
1933, '花城大道', '23.124833', '113.331286'
1934, '大剧院', '23.121341', '113.331248'
1935, '海心沙', '23.117287', '113.330888'
1936, '广州塔', '23.112018', '113.329817'
1937, '燕岗', '23.082821', '113.277112'
1938, '沙园', '23.094701', '113.266964'
1939, '沙涌', '23.089333', '113.25357'
1940, '鹤洞', '23.078117', '113.246325'
1941, '西朗', '23.070983', '113.23861'
1942, '菊树', '23.07193', '113.219244'
1943, '龙溪', '23.071892', '113.199178'
1944, '金融高新区', '23.072808', '113.164122'
1945, '千灯湖', '23.06136', '113.161975'
1946, '礌岗', '23.049368', '113.161822'
1947, '南桂路', '23.040356', '113.16051'
1948, '桂城', '23.037778', '113.147826'
1949, '朝安', '23.033721', '113.140209'
1950, '普君北路', '23.033555', '113.129285'
1951, '祖庙', '23.032823', '113.118757'
1952, '同济路', '23.024758', '113.114948'
1953, '季华园', '23.012916', '113.115074'
1954, '魁奇路', '22.999893', '113.1152'
1955, '澜石', '22.989962', '113.113745'
1956, '世纪莲', '22.971031', '113.121003'
1957, '东平', '22.971314', '113.135681'
1958, '新城东', '22.964942', '113.146407'
1959, '凤凰新村', '23.100532', '113.262661'
1960, '沙园', '23.094701', '113.266964'
1961, '宝岗大道', '23.092282', '113.276136'
1962, '昌岗', '23.096953', '113.283304'
1963, '晓港', '23.099352', '113.288344'
1964, '中大', '23.09831', '113.299561'
1965, '鹭江', '23.101371', '113.314756'
1966, '客村', '23.102117', '113.327116'
1967, '赤岗', '23.102121', '113.341543'
1968, '磨碟沙', '23.104302', '113.348033'
1969, '新港东', '23.104483', '113.3637'
1970, '琶洲', '23.104508', '113.373171'
1971, '万胜围', '23.103967', '113.391201'
1972, '广州东站', '23.155809', '113.330834'
1973, '体育中心', '23.140764', '113.33493'
1974, '体育西路', '23.136921', '113.328028'
1975, '杨箕', '23.133238', '113.314681'
1976, '东山口', '23.130338', '113.302223'
1977, '烈士陵园', '23.132935', '113.292185'
1978, '农讲所', '23.132934', '113.281777'
1979, '公园前', '23.131645', '113.270642'
1980, '西门口', '23.131304', '113.262402'
1981, '陈家祠', '23.131612', '113.252777'
1982, '长寿路', '31.246718', '121.444762'
1983, '黄沙', '23.116509', '113.246398'
1984, '芳村', '23.104348', '113.242167'
1985, '花地湾', '23.092832', '113.240555'
1986, '坑口', '23.084633', '113.23904'
1987, '西朗', '23.070983', '113.23861'
1988, '新城东', '22.964942', '113.146407'
1989, '东平', '22.971314', '113.135681'
1990, '世纪莲', '22.971031', '113.121003'
1991, '澜石', '22.989962', '113.113745'
1992, '魁奇路', '22.999893', '113.1152'
1993, '季华园', '23.012916', '113.115074'
1994, '同济路', '23.024758', '113.114948'
1995, '祖庙', '23.032823', '113.118757'
1996, '普君北路', '23.033555', '113.129285'
1997, '朝安', '23.033721', '113.140209'
1998, '桂城', '23.037778', '113.147826'
1999, '南桂路', '23.040356', '113.16051'
2000, '礌岗', '23.049368', '113.161822'
2001, '千灯湖', '23.06136', '113.161975'
2002, '金融高新区', '23.072808', '113.164122'
2003, '龙溪', '23.071892', '113.199178'
2004, '菊树', '23.07193', '113.219244'
2005, '西朗', '23.070983', '113.23861'
2006, '鹤洞', '23.078117', '113.246325'
2007, '沙涌', '23.089333', '113.25357'
2008, '沙园', '23.094701', '113.266964'
2009, '燕岗', '23.082821', '113.277112'
2010, '万胜围', '23.103967', '113.391201'
2011, '琶洲', '23.104508', '113.373171'
2012, '新港东', '23.104483', '113.3637'
2013, '磨碟沙', '23.104302', '113.348033'
2014, '赤岗', '23.102121', '113.341543'
2015, '客村', '23.102117', '113.327116'
2016, '鹭江', '23.101371', '113.314756'
2017, '中大', '23.09831', '113.299561'
2018, '晓港', '23.099352', '113.288344'
2019, '昌岗', '23.096953', '113.283304'
2020, '宝岗大道', '23.092282', '113.276136'
2021, '沙园', '23.094701', '113.266964'
2022, '凤凰新村', '23.100532', '113.262661'
2023, '天河客运站', '23.176465', '113.35038'
2024, '五山', '23.158306', '113.358452'
2025, '华师', '23.146269', '113.351857'
2026, '岗顶', '23.140587', '113.346144'
2027, '石牌桥', '23.13898', '113.3382'
2028, '体育西路', '23.136921', '113.328028'
2029, '珠江新城', '23.125212', '113.32769'
2030, '广州塔', '23.112018', '113.329817'
2031, '客村', '23.102117', '113.327116'
2032, '大塘', '23.083674', '113.328231'
2033, '沥滘', '23.060698', '113.325597'
2034, '厦滘', '23.043327', '113.327272'
2035, '大石', '23.023505', '113.328206'
2036, '汉溪长隆', '22.999313', '113.336756'
2037, '市桥', '22.955511', '113.368378'
2038, '番禺广场', '22.941899', '113.391878'
2039, '嘉禾望岗', '23.243797', '113.295105'
2040, '黄边', '23.228138', '113.29371'
2041, '江夏', '23.217573', '113.289643'
2042, '萧岗', '23.204681', '113.28681'
2043, '白云文化广场', '23.196198', '113.282019'
2044, '白云公园', '23.18798', '113.277335'
2045, '飞翔公园', '23.17509', '113.270096'
2046, '三元里', '23.165353', '113.263705'
2047, '广州火车站', '23.153768', '113.262337'
2048, '越秀公园', '23.146386', '113.267746'
2049, '纪念堂', '23.138256', '113.26981'
2050, '公园前', '23.131645', '113.270642'
2051, '海珠广场', '23.121205', '113.2723'
2052, '市二宫', '23.112226', '113.276273'
2053, '江南西', '23.103578', '113.28034'
2054, '昌岗', '23.096953', '113.283304'
2055, '江泰路', '23.088395', '113.287004'
2056, '东晓南', '23.077434', '113.30085'
2057, '南洲', '23.069927', '113.304367'
2058, '洛溪', '23.049312', '113.305213'
2059, '南浦', '23.040016', '113.299986'
2060, '会江', '23.019116', '113.292953'
2061, '石壁', '23.000412', '113.284809'
2062, '广州南站', '22.995323', '113.276784'
2063, '体育西路', '23.136921', '113.328028'
2064, '林和西', '23.147144', '113.330347'
2065, '广州东站', '23.155809', '113.330834'
2066, '燕塘', '23.166047', '113.334043'
2067, '梅花园', '23.181273', '113.326945'
2068, '京溪南方医院', '23.191003', '113.332672'
2069, '同和', '23.203048', '113.332741'
2070, '永泰', '23.226314', '113.312888'
2071, '白云大道北', '23.228398', '113.305064'
2072, '嘉禾望岗', '23.243797', '113.295105'
2073, '龙归', '23.294976', '113.30738'
2074, '人和', '23.341556', '113.302458'
2075, '高增', '23.361277', '113.30192'
2076, '机场南(1号航站楼)', '23.392343', '113.30939'
2077, '机场北(2号航站楼)', '23.402706', '113.3124'
2078, '滘口', '23.119403', '113.21494'
2079, '坦尾', '23.131109', '113.224749'
2080, '中山八', '23.131228', '113.239453'
2081, '西场', '23.143117', '113.244563'
2082, '西村', '23.148021', '113.248455'
2083, '广州火车站', '23.153768', '113.262337'
2084, '小北', '23.145765', '113.282933'
2085, '淘金', '23.142699', '113.293138'
2086, '区庄', '23.140194', '113.303405'
2087, '动物园', '39.943923', '116.345204'
2088, '杨箕', '23.133238', '113.314681'
2089, '五羊邨', '23.12577', '113.320796'
2090, '珠江新城', '23.125212', '113.32769'
2091, '猎德', '23.12434', '113.338872'
2092, '潭村', '23.123061', '113.35257'
2093, '员村', '23.121557', '113.370415'
2094, '科韵路', '23.12527', '113.383954'
2095, '车陂南', '23.121955', '113.396613'
2096, '东圃', '23.11579', '113.408072'
2097, '三溪', '23.110237', '113.422299'
2098, '鱼珠', '23.10609', '113.43874'
2099, '大沙地', '23.108855', '113.452565'
2100, '大沙东', '23.111949', '113.464838'
2101, '文冲', '23.109483', '113.475508'
2102, '机场北(2号航站楼)', '23.402706', '113.3124'
2103, '机场南(1号航站楼)', '23.392343', '113.30939'
2104, '高增', '23.361277', '113.30192'
2105, '人和', '23.341556', '113.302458'
2106, '龙归', '23.294976', '113.30738'
2107, '嘉禾望岗', '23.243797', '113.295105'
2108, '白云大道北', '23.228398', '113.305064'
2109, '永泰', '23.226314', '113.312888'
2110, '同和', '23.203048', '113.332741'
2111, '京溪南方医院', '23.191003', '113.332672'
2112, '梅花园', '23.181273', '113.326945'
2113, '燕塘', '23.166047', '113.334043'
2114, '广州东站', '23.155809', '113.330834'
2115, '林和西', '23.147144', '113.330347'
2116, '体育西路', '23.136921', '113.328028'
2117, '广州塔', '23.112018', '113.329817'
2118, '海心沙', '23.117287', '113.330888'
2119, '大剧院', '23.121341', '113.331248'
2120, '花城大道', '23.124833', '113.331286'
2121, '妇儿中心', '23.128275', '113.331216'
2122, '黄埔大道', '23.132683', '113.330916'
2123, '天河南', '23.137116', '113.330675'
2124, '体育中心南', '23.139833', '113.33019'
2125, '林和西', '23.147144', '113.330347'
2126, '太安', '22.579518', '114.143523'
2127, '田贝', '22.573667', '114.136542'
2128, '洪湖', '22.572117', '114.129352'
2129, '笋岗', '22.569739', '114.117638'
2130, '红岭北', '22.568287', '114.110793'
2131, '八卦岭', '22.567922', '114.101087'
2132, '黄木岗', '22.561766', '114.09363'
2133, '华新', '22.554929', '114.093207'
2134, '华强北', '22.55025', '114.092502'
2135, '华强南', '22.543237', '114.093342'
2136, '赤尾', '22.537705', '114.090351'
2137, '皇岗口岸', '22.528115', '114.081152'
2138, '福民', '22.528888', '114.071338'
2139, '皇岗村', '22.528766', '114.066239'
2140, '石厦', '22.529065', '114.060176'
2141, '沙尾', '22.526598', '114.049088'
2142, '上沙', '22.530322', '114.042481'
2143, '车公庙', '22.542356', '114.033246'
2144, '农林', '22.546682', '114.02481'
2145, '安托山', '22.55486', '114.01258'
2146, '深云', '22.562213', '114.000196'
2147, '桃源村', '22.56619', '113.988291'
2148, '龙井', '22.570079', '113.981361'
2149, '珠光', '22.574117', '113.966916'
2150, '茶光', '22.579749', '113.960895'
2151, '西丽', '22.586456', '113.960285'
2152, '西丽湖', '22.599603', '113.97218'
2153, '红树湾南', '22.529152', '113.978249'
2154, '深湾', '22.529393', '113.985122'
2155, '深圳湾公园', '22.527825', '113.999082'
2156, '下沙', '22.535251', '114.030928'
2157, '车公庙', '22.542356', '114.033246'
2158, '香梅', '22.551296', '114.046121'
2159, '景田', '22.559176', '114.049984'
2160, '梅景', '22.565667', '114.044429'
2161, '下梅林', '22.571368', '114.048023'
2162, '梅村', '22.574161', '114.059448'
2163, '上梅林', '22.575161', '114.066329'
2164, '孖岭', '22.574168', '114.074963'
2165, '银湖', '22.573902', '114.096126'
2166, '泥岗', '22.573718', '114.104372'
2167, '红岭北', '22.568287', '114.110793'
2168, '园岭', '22.562236', '114.110895'
2169, '红岭', '22.555331', '114.110284'
2170, '红岭南', '22.545533', '114.111226'
2171, '鹿丹村', '22.541542', '114.115694'
2172, '人民南', '22.541853', '114.124462'
2173, '向西村', '22.546172', '114.132273'
2174, '文锦', '22.548714', '114.137445'
2175, '西丽湖', '22.599603', '113.97218'
2176, '西丽', '22.586456', '113.960285'
2177, '茶光', '22.579749', '113.960895'
2178, '珠光', '22.574117', '113.966916'
2179, '龙井', '22.570079', '113.981361'
2180, '桃源村', '22.56619', '113.988291'
2181, '深云', '22.562213', '114.000196'
2182, '安托山', '22.55486', '114.01258'
2183, '农林', '22.546682', '114.02481'
2184, '车公庙', '22.542356', '114.033246'
2185, '上沙', '22.530322', '114.042481'
2186, '沙尾', '22.526598', '114.049088'
2187, '石厦', '22.529065', '114.060176'
2188, '皇岗村', '22.528766', '114.066239'
2189, '福民', '22.528888', '114.071338'
2190, '皇岗口岸', '22.528115', '114.081152'
2191, '赤尾', '22.537705', '114.090351'
2192, '华强南', '22.543237', '114.093342'
2193, '华强北', '22.55025', '114.092502'
2194, '华新', '22.554929', '114.093207'
2195, '黄木岗', '22.561766', '114.09363'
2196, '八卦岭', '22.567922', '114.101087'
2197, '红岭北', '22.568287', '114.110793'
2198, '笋岗', '22.569739', '114.117638'
2199, '洪湖', '22.572117', '114.129352'
2200, '田贝', '22.573667', '114.136542'
2201, '太安', '22.579518', '114.143523'
2202, '福田', '22.545458', '114.059798'
2203, '车公庙', '22.542356', '114.033246'
2204, '红树湾南', '22.529152', '113.978249'
2205, '后海', '22.523707', '113.947799'
2206, '南山', '22.529758', '113.930381'
2207, '前海湾', '22.543344', '113.904589'
2208, '宝安', '22.561017', '113.88684'
2209, '碧海湾', '22.581116', '113.862751'
2210, '机场', '22.629272', '113.820643'
2211, '机场北', '22.657707', '113.803871'
2212, '福永', '22.679417', '113.812585'
2213, '桥头', '22.693717', '113.817459'
2214, '塘尾', '22.707808', '113.824469'
2215, '马安山', '22.722231', '113.823432'
2216, '沙井', '22.736069', '113.830973'
2217, '后亭', '22.758302', '113.833406'
2218, '松岗', '22.777972', '113.836168'
2219, '碧头', '22.788982', '113.82653'
2220, '文锦', '22.548714', '114.137445'
2221, '向西村', '22.546172', '114.132273'
2222, '人民南', '22.541853', '114.124462'
2223, '鹿丹村', '22.541542', '114.115694'
2224, '红岭南', '22.545533', '114.111226'
2225, '红岭', '22.555331', '114.110284'
2226, '园岭', '22.562236', '114.110895'
2227, '红岭北', '22.568287', '114.110793'
2228, '泥岗', '22.573718', '114.104372'
2229, '银湖', '22.573902', '114.096126'
2230, '孖岭', '22.574168', '114.074963'
2231, '上梅林', '22.575161', '114.066329'
2232, '梅村', '22.574161', '114.059448'
2233, '下梅林', '22.571368', '114.048023'
2234, '梅景', '22.565667', '114.044429'
2235, '景田', '22.559176', '114.049984'
2236, '香梅', '22.551296', '114.046121'
2237, '车公庙', '22.542356', '114.033246'
2238, '下沙', '22.535251', '114.030928'
2239, '深圳湾公园', '22.527825', '113.999082'
2240, '深湾', '22.529393', '113.985122'
2241, '红树湾南', '22.529152', '113.978249'
2242, '碧头', '22.788982', '113.82653'
2243, '松岗', '22.777972', '113.836168'
2244, '后亭', '22.758302', '113.833406'
2245, '沙井', '22.736069', '113.830973'
2246, '马安山', '22.722231', '113.823432'
2247, '塘尾', '22.707808', '113.824469'
2248, '桥头', '22.693717', '113.817459'
2249, '福永', '22.679417', '113.812585'
2250, '机场北', '22.657707', '113.803871'
2251, '机场', '22.629272', '113.820643'
2252, '碧海湾', '22.581116', '113.862751'
2253, '宝安', '22.561017', '113.88684'
2254, '前海湾', '22.543344', '113.904589'
2255, '南山', '22.529758', '113.930381'
2256, '后海', '22.523707', '113.947799'
2257, '红树湾南', '22.529152', '113.978249'
2258, '车公庙', '22.542356', '114.033246'
2259, '福田', '22.545458', '114.059798'
2260, '罗湖', '22.538745', '114.125533'
2261, '国贸', '39.914435', '116.467523'
2262, '老街', '22.550519', '114.122776'
2263, '大剧院', '23.121341', '113.331248'
2264, '科学馆', '22.546748', '114.101351'
2265, '华强路', '22.546355', '114.09171'
2266, '岗厦', '22.540622', '114.074563'
2267, '会展中心', '22.540439', '114.067615'
2268, '购物公园', '22.540345', '114.060557'
2269, '香蜜湖', '22.544666', '114.045221'
2270, '车公庙', '22.542356', '114.033246'
2271, '竹子林', '22.539596', '114.020414'
2272, '侨城东', '22.538687', '114.003193'
2273, '华侨城', '22.539709', '113.991722'
2274, '世界之窗', '22.542939', '113.980737'
2275, '白石洲', '22.545597', '113.973369'
2276, '高新园', '22.546035', '113.960423'
2277, '深大', '22.54387', '113.950339'
2278, '桃园', '22.538089', '113.931322'
2279, '大新', '22.538115', '113.921717'
2280, '鲤鱼门', '22.538211', '113.909832'
2281, '前海湾', '22.543344', '113.904589'
2282, '新安', '22.553966', '113.900885'
2283, '宝安中心', '22.560836', '113.893654'
2284, '宝体', '22.566541', '113.887784'
2285, '坪洲', '22.575276', '113.877227'
2286, '西乡', '22.553966', '113.900885'
2287, '固戍', '22.60669', '113.853605'
2288, '后瑞', '22.634498', '113.842017'
2289, '机场东', '22.652709', '113.829258'
2290, '机场东', '22.652709', '113.829258'
2291, '后瑞', '22.634498', '113.842017'
2292, '固戍', '22.60669', '113.853605'
2293, '西乡', '22.553966', '113.900885'
2294, '坪洲', '22.575276', '113.877227'
2295, '宝体', '22.566541', '113.887784'
2296, '宝安中心', '22.560836', '113.893654'
2297, '新安', '22.553966', '113.900885'
2298, '前海湾', '22.543344', '113.904589'
2299, '鲤鱼门', '22.538211', '113.909832'
2300, '大新', '22.538115', '113.921717'
2301, '桃园', '22.538089', '113.931322'
