,station_name,lat,lon
0, '西苑', '40.004726', '116.298094'
1, '农大南路', '40.027823', '116.288702'
2, '马连洼', '40.038769', '116.279261'
3, '西北旺', '40.055297', '116.264078'
4, '永丰南', '40.071669', '116.254611'
5, '永丰', '40.077644', '116.244766'
6, '屯佃', '40.074106', '116.222442'
7, '稻香湖路', '40.074788', '116.194753'
8, '温阳路', '40.074892', '116.167825'
9, '北安河', '40.073863', '116.136825'
10, '石厂', '39.895137', '116.106975'
11, '小园', '39.896146', '116.121303'
12, '栗园庄', '39.901771', '116.129827'
13, '上岸', '39.911139', '116.128714'
14, '桥户营', '39.918355', '116.132271'
15, '四道桥', '39.922119', '116.140356'
16, '金安桥', '39.930086', '116.169398'
17, '阎村东', '39.734677', '116.107001'
18, '紫草坞', '39.730266', '116.093276'
19, '阎村', '39.722483', '116.086807'
20, '星城', '39.719734', '116.067772'
21, '大石河东', '39.716115', '116.046084'
22, '马各庄', '39.711154', '116.023054'
23, '饶乐府', '39.707343', '116.012607'
24, '房山城关', '39.711685', '115.996258'
25, '燕山', '39.725203', '115.980152'
26, '香山', '39.999821', '116.211114'
27, '植物园', '39.999254', '116.221373'
28, '万安', '39.989737', '116.238603'
29, '茶棚', '39.988011', '116.25461'
30, '颐和园西门', '39.991999', '116.269675'
31, '巴沟', '39.980389', '116.30051'
32, '金安桥', '39.930086', '116.169398'
33, '四道桥', '39.922119', '116.140356'
34, '桥户营', '39.918355', '116.132271'
35, '上岸', '39.911139', '116.128714'
36, '栗园庄', '39.901771', '116.129827'
37, '小园', '39.896146', '116.121303'
38, '石厂', '39.895137', '116.106975'
39, '清华东路西口', '40.0063', '116.345527'
40, '六道口', '40.006718', '116.359309'
41, '北沙滩', '40.007538', '116.375561'
42, '奥林匹克公园', '40.007852', '116.398711'
43, '安立路', '40.008946', '116.414285'
44, '大屯路东', '40.009611', '116.424567'
45, '关庄', '40.007136', '116.437889'
46, '望京西', '40.001109', '116.455596'
47, '望京', '40.004532', '116.475304'
48, '望京东', '40.00927', '116.4933'
49, '崔各庄', '40.028437', '116.499145'
50, '马泉营', '40.039847', '116.509638'
51, '孙河', '40.051264', '116.54104'
52, '国展', '40.075932', '116.561721'
53, '花梨坎', '40.090312', '116.564223'
54, '后沙峪', '40.119865', '116.570793'
55, '南法信', '40.134458', '116.616411'
56, '石门', '40.136314', '116.647499'
57, '顺义', '40.136138', '116.663478'
58, '俸伯', '40.138304', '116.69145'
59, '南锣鼓巷', '39.93984', '116.409683'
60, '什刹海', '39.944154', '116.402547'
61, '鼓楼大街', '39.954724', '116.40011'
62, '安德里北街', '39.963931', '116.400884'
63, '安华桥', '39.974878', '116.400603'
64, '北土城', '39.983255', '116.400663'
65, '奥体中心', '39.992442', '116.400191'
66, '奥林匹克公园', '40.007852', '116.398711'
67, '森林公园南门', '40.016211', '116.399036'
68, '林萃桥', '40.027995', '116.378905'
69, '永泰庄', '40.043692', '116.361159'
70, '西小口', '40.052716', '116.358213'
71, '育新', '40.066124', '116.353997'
72, '霍营', '40.077129', '116.366721'
73, '回龙观东大街', '40.086965', '116.369753'
74, '平西府', '40.095792', '116.357247'
75, '育知路', '40.09371', '116.333898'
76, '朱辛庄', '40.110334', '116.32013'
77, '俸伯', '40.138304', '116.69145'
78, '顺义', '40.136138', '116.663478'
79, '石门', '40.136314', '116.647499'
80, '南法信', '40.134458', '116.616411'
81, '后沙峪', '40.119865', '116.570793'
82, '花梨坎', '40.090312', '116.564223'
83, '国展', '40.075932', '116.561721'
84, '孙河', '40.051264', '116.54104'
85, '马泉营', '40.039847', '116.509638'
86, '崔各庄', '40.028437', '116.499145'
87, '望京东', '40.00927', '116.4933'
88, '望京', '40.004532', '116.475304'
89, '望京西', '40.001109', '116.455596'
90, '关庄', '40.007136', '116.437889'
91, '大屯路东', '40.009611', '116.424567'
92, '安立路', '40.008946', '116.414285'
93, '奥林匹克公园', '40.007852', '116.398711'
94, '北沙滩', '40.007538', '116.375561'
95, '六道口', '40.006718', '116.359309'
96, '清华东路西口', '40.0063', '116.345527'
97, '北京南站', '39.870965', '116.385169'
98, '永定门外', '39.873727', '116.405729'
99, '景泰', '39.871443', '116.417164'
100, '蒲黄榆', '39.871689', '116.428894'
101, '方庄', '39.871749', '116.446196'
102, '十里河', '39.871712', '116.465176'
103, '北工大西门', '39.880747', '116.484017'
104, '平乐园', '39.890758', '116.483967'
105, '九龙山', '39.899525', '116.484689'
106, '大望路', '39.914424', '116.48342'
107, '金台路', '39.929069', '116.484892'
108, '朝阳公园', '39.939443', '116.484946'
109, '枣营', '39.950188', '116.48155'
110, '东风北桥', '39.9645', '116.492579'
111, '将台', '39.97696', '116.496253'
112, '望京南', '39.990534', '116.488454'
113, '阜通', '39.997887', '116.477642'
114, '望京', '40.004532', '116.475304'
115, '东湖渠', '40.016228', '116.474032'
116, '来广营', '40.026145', '116.473489'
117, '善各庄', '40.03309', '116.484762'
118, '西局', '39.87224', '116.309898'
119, '七里庄', '39.873015', '116.300553'
120, '大井', '39.871571', '116.281826'
121, '郭庄子', '39.870755', '116.259835'
122, '大瓦窑', '39.865215', '116.246953'
123, '园博园', '39.867099', '116.208364'
124, '张郭庄', '39.864102', '116.193406'
125, '昌平西山口', '40.250294', '116.202226'
126, '十三陵景区', '40.245742', '116.214346'
127, '昌平', '40.226351', '116.240088'
128, '昌平东关', '40.227946', '116.268533'
129, '北邵洼', '40.228114', '116.287975'
130, '南邵', '40.21343', '116.293505'
131, '沙河高教园', '40.171012', '116.286757'
132, '沙河', '40.154693', '116.295058'
133, '巩华城', '40.137318', '116.300434'
134, '朱辛庄', '40.110334', '116.32013'
135, '生命科学园', '40.100975', '116.30055'
136, '西二旗', '40.058918', '116.312621'
137, '善各庄', '40.03309', '116.484762'
138, '来广营', '40.026145', '116.473489'
139, '东湖渠', '40.016228', '116.474032'
140, '望京', '40.004532', '116.475304'
141, '阜通', '39.997887', '116.477642'
142, '望京南', '39.990534', '116.488454'
143, '将台', '39.97696', '116.496253'
144, '东风北桥', '39.9645', '116.492579'
145, '枣营', '39.950188', '116.48155'
146, '朝阳公园', '39.939443', '116.484946'
147, '金台路', '39.929069', '116.484892'
148, '大望路', '39.914424', '116.48342'
149, '九龙山', '39.899525', '116.484689'
150, '平乐园', '39.890758', '116.483967'
151, '北工大西门', '39.880747', '116.484017'
152, '十里河', '39.871712', '116.465176'
153, '方庄', '39.871749', '116.446196'
154, '蒲黄榆', '39.871689', '116.428894'
155, '景泰', '39.871443', '116.417164'
156, '永定门外', '39.873727', '116.405729'
157, '北京南站', '39.870965', '116.385169'
158, '西二旗', '40.058918', '116.312621'
159, '生命科学园', '40.100975', '116.30055'
160, '朱辛庄', '40.110334', '116.32013'
161, '巩华城', '40.137318', '116.300434'
162, '沙河', '40.154693', '116.295058'
163, '沙河高教园', '40.171012', '116.286757'
164, '南邵', '40.21343', '116.293505'
165, '北邵洼', '40.228114', '116.287975'
166, '昌平东关', '40.227946', '116.268533'
167, '昌平', '40.226351', '116.240088'
168, '十三陵景区', '40.245742', '116.214346'
169, '昌平西山口', '40.250294', '116.202226'
170, '郭公庄', '39.820764', '116.308567'
171, '大葆台', '39.814112', '116.298159'
172, '稻田', '39.800509', '116.225429'
173, '长阳', '39.769411', '116.219263'
174, '篱笆房', '39.766697', '116.195928'
175, '广阳城', '39.754016', '116.191395'
176, '良乡大学城北', '39.736109', '116.189861'
177, '良乡大学城', '39.729499', '116.182872'
178, '良乡大学城西', '39.7296', '116.162684'
179, '良乡南关', '39.72947', '116.147255'
180, '苏庄', '39.729197', '116.131898'
181, '阎村东', '39.734677', '116.107001'
182, '安河桥北', '40.018657', '116.276432'
183, '北宫门', '40.008678', '116.28399'
184, '西苑', '40.004726', '116.298094'
185, '圆明园', '40.005466', '116.315938'
186, '北京大学东门', '39.998006', '116.322265'
187, '中关村', '39.989956', '116.323066'
188, '海淀黄庄', '39.981865', '116.324348'
189, '人民大学', '39.97277', '116.32809'
190, '魏公村', '39.963457', '116.329874'
191, '国家图书馆', '39.948864', '116.331897'
192, '动物园', '39.943923', '116.345204'
193, '西直门', '39.946436', '116.361442'
194, '新街口', '39.94658', '116.374132'
195, '平安里', '39.939264', '116.378635'
196, '西四', '39.930036', '116.37993'
197, '灵境胡同', '39.922136', '116.380223'
198, '西单', '39.913329', '116.382001'
199, '宣武门', '39.905881', '116.380848'
200, '菜市口', '39.895375', '116.38074'
201, '陶然亭', '39.884625', '116.380902'
202, '北京南站', '39.870965', '116.385169'
203, '马家堡', '39.859199', '116.377878'
204, '角门西', '39.851929', '116.377644'
205, '公益西桥', '39.843056', '116.377314'
206, '新宫', '39.818302', '116.372097'
207, '西红门', '39.795445', '116.335169'
208, '高米店北', '39.779548', '116.337331'
209, '高米店南', '39.769059', '116.33841'
210, '枣园', '39.759079', '116.338975'
211, '清源路', '39.748354', '116.339019'
212, '黄村西大街', '39.73738', '116.339128'
213, '黄村火车站', '39.728326', '116.339482'
214, '义和庄', '39.718296', '116.325538'
215, '生物医药基地', '39.692307', '116.328329'
216, '天宫院', '39.676122', '116.326437'
217, '焦化厂', '39.861686', '116.543631'
218, '双合', '39.866414', '116.533265'
219, '欢乐谷景区', '39.872916', '116.505927'
220, '南楼梓庄', '39.88078', '116.507808'
221, '化工', '39.893222', '116.510091'
222, '百子湾', '39.898935', '116.50382'
223, '大郊亭', '39.899072', '116.494711'
224, '九龙山', '39.899525', '116.484689'
225, '广渠门外', '39.899309', '116.455911'
226, '广渠门内', '39.899616', '116.440943'
227, '磁器口', '39.899339', '116.426035'
228, '桥湾', '39.899001', '116.414901'
229, '珠市口', '39.897569', '116.403322'
230, '虎坊桥', '39.895691', '116.390654'
231, '菜市口', '39.895375', '116.38074'
232, '广安门内', '39.89543', '116.364626'
233, '达官营', '39.895671', '116.342069'
234, '湾子', '39.895902', '116.3344'
235, '北京西站', '39.900677', '116.327811'
236, '次渠', '39.809191', '116.597911'
237, '次渠南', '39.800804', '116.587934'
238, '经海路', '39.789493', '116.568912'
239, '同济南路', '39.779147', '116.546383'
240, '荣昌东街', '39.789194', '116.528038'
241, '荣京东街', '39.799616', '116.519744'
242, '万源街', '39.809251', '116.511928'
243, '亦庄文化园', '39.812839', '116.49701'
244, '亦庄桥', '39.808826', '116.486851'
245, '旧宫', '39.812543', '116.467432'
246, '小红门', '39.83399', '116.465808'
247, '肖村', '39.839926', '116.455024'
248, '宋家庄', '39.851941', '116.434913'
249, '国家图书馆', '39.948864', '116.331897'
250, '白石桥南', '39.938399', '116.332038'
251, '白堆子', '39.929707', '116.332359'
252, '军事博物馆', '39.913343', '116.329314'
253, '北京西站', '39.900677', '116.327811'
254, '六里桥东', '39.89278', '116.321463'
255, '六里桥', '39.886428', '116.30961'
256, '七里庄', '39.873015', '116.300553'
257, '丰台东大街', '39.86144', '116.300215'
258, '丰台南路', '39.847201', '116.302854'
259, '科怡路', '39.838664', '116.303808'
260, '丰台科技园', '39.831449', '116.303639'
261, '郭公庄', '39.820764', '116.308567'
262, '宋家庄', '39.851941', '116.434913'
263, '肖村', '39.839926', '116.455024'
264, '小红门', '39.83399', '116.465808'
265, '旧宫', '39.812543', '116.467432'
266, '亦庄桥', '39.808826', '116.486851'
267, '亦庄文化园', '39.812839', '116.49701'
268, '万源街', '39.809251', '116.511928'
269, '荣京东街', '39.799616', '116.519744'
270, '荣昌东街', '39.789194', '116.528038'
271, '同济南路', '39.779147', '116.546383'
272, '经海路', '39.789493', '116.568912'
273, '次渠南', '39.800804', '116.587934'
274, '次渠', '39.809191', '116.597911'
275, '张郭庄', '39.864102', '116.193406'
276, '园博园', '39.867099', '116.208364'
277, '大瓦窑', '39.865215', '116.246953'
278, '郭庄子', '39.870755', '116.259835'
279, '大井', '39.871571', '116.281826'
280, '七里庄', '39.873015', '116.300553'
281, '西局', '39.87224', '116.309898'
282, '海淀五路居', '39.9386', '116.282736'
283, '慈寿寺', '39.93927', '116.300677'
284, '花园桥', '39.938382', '116.317559'
285, '白石桥南', '39.938399', '116.332038'
286, '车公庄西', '39.938074', '116.350644'
287, '车公庄', '39.938351', '116.361834'
288, '平安里', '39.939264', '116.378635'
289, '北海北', '39.939493', '116.39289'
290, '南锣鼓巷', '39.93984', '116.409683'
291, '东四', '39.930647', '116.423405'
292, '朝阳门', '39.930549', '116.440635'
293, '东大桥', '39.928625', '116.458252'
294, '呼家楼', '39.928981', '116.468237'
295, '金台路', '39.929069', '116.484892'
296, '十里堡', '39.929238', '116.508479'
297, '青年路', '39.929469', '116.523829'
298, '褡裢坡', '39.929826', '116.570223'
299, '黄渠', '39.929937', '116.584917'
300, '常营', '39.93151', '116.605447'
301, '草房', '39.930673', '116.622546'
302, '物资学院路', '39.933087', '116.645543'
303, '通州北关', '39.924687', '116.668053'
304, '北运河西', '39.90893', '116.694432'
305, '郝家府', '39.909286', '116.724215'
306, '东夏园', '39.909493', '116.740896'
307, '潞城', '39.90889', '116.754799'
308, '郭公庄', '39.820764', '116.308567'
309, '丰台科技园', '39.831449', '116.303639'
310, '科怡路', '39.838664', '116.303808'
311, '丰台南路', '39.847201', '116.302854'
312, '丰台东大街', '39.86144', '116.300215'
313, '七里庄', '39.873015', '116.300553'
314, '六里桥', '39.886428', '116.30961'
315, '六里桥东', '39.89278', '116.321463'
316, '北京西站', '39.900677', '116.327811'
317, '军事博物馆', '39.913343', '116.329314'
318, '白堆子', '39.929707', '116.332359'
319, '白石桥南', '39.938399', '116.332038'
320, '国家图书馆', '39.948864', '116.331897'
321, '阎村东', '39.734677', '116.107001'
322, '苏庄', '39.729197', '116.131898'
323, '良乡南关', '39.72947', '116.147255'
324, '良乡大学城西', '39.7296', '116.162684'
325, '良乡大学城', '39.729499', '116.182872'
326, '良乡大学城北', '39.736109', '116.189861'
327, '广阳城', '39.754016', '116.191395'
328, '篱笆房', '39.766697', '116.195928'
329, '长阳', '39.769411', '116.219263'
330, '稻田', '39.800509', '116.225429'
331, '大葆台', '39.814112', '116.298159'
332, '郭公庄', '39.820764', '116.308567'
333, '潞城', '39.90889', '116.754799'
334, '东夏园', '39.909493', '116.740896'
335, '郝家府', '39.909286', '116.724215'
336, '北运河西', '39.90893', '116.694432'
337, '通州北关', '39.924687', '116.668053'
338, '物资学院路', '39.933087', '116.645543'
339, '草房', '39.930673', '116.622546'
340, '常营', '39.93151', '116.605447'
341, '黄渠', '39.929937', '116.584917'
342, '褡裢坡', '39.929826', '116.570223'
343, '青年路', '39.929469', '116.523829'
344, '十里堡', '39.929238', '116.508479'
345, '金台路', '39.929069', '116.484892'
346, '呼家楼', '39.928981', '116.468237'
347, '东大桥', '39.928625', '116.458252'
348, '朝阳门', '39.930549', '116.440635'
349, '东四', '39.930647', '116.423405'
350, '南锣鼓巷', '39.93984', '116.409683'
351, '北海北', '39.939493', '116.39289'
352, '平安里', '39.939264', '116.378635'
353, '车公庄', '39.938351', '116.361834'
354, '车公庄西', '39.938074', '116.350644'
355, '白石桥南', '39.938399', '116.332038'
356, '花园桥', '39.938382', '116.317559'
357, '慈寿寺', '39.93927', '116.300677'
358, '海淀五路居', '39.9386', '116.282736'
359, '天宫院', '39.676122', '116.326437'
360, '生物医药基地', '39.692307', '116.328329'
361, '义和庄', '39.718296', '116.325538'
362, '黄村火车站', '39.728326', '116.339482'
363, '黄村西大街', '39.73738', '116.339128'
364, '清源路', '39.748354', '116.339019'
365, '枣园', '39.759079', '116.338975'
366, '高米店南', '39.769059', '116.33841'
367, '高米店北', '39.779548', '116.337331'
368, '西红门', '39.795445', '116.335169'
369, '新宫', '39.818302', '116.372097'
370, '公益西桥', '39.843056', '116.377314'
371, '角门西', '39.851929', '116.377644'
372, '马家堡', '39.859199', '116.377878'
373, '北京南站', '39.870965', '116.385169'
374, '陶然亭', '39.884625', '116.380902'
375, '菜市口', '39.895375', '116.38074'
376, '宣武门', '39.905881', '116.380848'
377, '西单', '39.913329', '116.382001'
378, '灵境胡同', '39.922136', '116.380223'
379, '西四', '39.930036', '116.37993'
380, '平安里', '39.939264', '116.378635'
381, '新街口', '39.94658', '116.374132'
382, '西直门', '39.946436', '116.361442'
383, '动物园', '39.943923', '116.345204'
384, '国家图书馆', '39.948864', '116.331897'
385, '魏公村', '39.963457', '116.329874'
386, '人民大学', '39.97277', '116.32809'
387, '海淀黄庄', '39.981865', '116.324348'
388, '中关村', '39.989956', '116.323066'
389, '北京大学东门', '39.998006', '116.322265'
390, '圆明园', '40.005466', '116.315938'
391, '西苑', '40.004726', '116.298094'
392, '北宫门', '40.008678', '116.28399'
393, '安河桥北', '40.018657', '116.276432'
394, '北京西站', '39.900677', '116.327811'
395, '湾子', '39.895902', '116.3344'
396, '达官营', '39.895671', '116.342069'
397, '广安门内', '39.89543', '116.364626'
398, '菜市口', '39.895375', '116.38074'
399, '虎坊桥', '39.895691', '116.390654'
400, '珠市口', '39.897569', '116.403322'
401, '桥湾', '39.899001', '116.414901'
402, '磁器口', '39.899339', '116.426035'
403, '广渠门内', '39.899616', '116.440943'
404, '广渠门外', '39.899309', '116.455911'
405, '九龙山', '39.899525', '116.484689'
406, '大郊亭', '39.899072', '116.494711'
407, '百子湾', '39.898935', '116.50382'
408, '化工', '39.893222', '116.510091'
409, '南楼梓庄', '39.88078', '116.507808'
410, '欢乐谷景区', '39.872916', '116.505927'
411, '双合', '39.866414', '116.533265'
412, '焦化厂', '39.861686', '116.543631'
413, '朱辛庄', '40.110334', '116.32013'
414, '育知路', '40.09371', '116.333898'
415, '平西府', '40.095792', '116.357247'
416, '回龙观东大街', '40.086965', '116.369753'
417, '霍营', '40.077129', '116.366721'
418, '育新', '40.066124', '116.353997'
419, '西小口', '40.052716', '116.358213'
420, '永泰庄', '40.043692', '116.361159'
421, '林萃桥', '40.027995', '116.378905'
422, '森林公园南门', '40.016211', '116.399036'
423, '奥林匹克公园', '40.007852', '116.398711'
424, '奥体中心', '39.992442', '116.400191'
425, '北土城', '39.983255', '116.400663'
426, '安华桥', '39.974878', '116.400603'
427, '安德里北街', '39.963931', '116.400884'
428, '鼓楼大街', '39.954724', '116.40011'
429, '什刹海', '39.944154', '116.402547'
430, '南锣鼓巷', '39.93984', '116.409683'
431, '巴沟', '39.980389', '116.30051'
432, '颐和园西门', '39.991999', '116.269675'
433, '茶棚', '39.988011', '116.25461'
434, '万安', '39.989737', '116.238603'
435, '植物园', '39.999254', '116.221373'
436, '香山', '39.999821', '116.211114'
437, '燕山', '39.725203', '115.980152'
438, '房山城关', '39.711685', '115.996258'
439, '饶乐府', '39.707343', '116.012607'
440, '马各庄', '39.711154', '116.023054'
441, '大石河东', '39.716115', '116.046084'
442, '星城', '39.719734', '116.067772'
443, '阎村', '39.722483', '116.086807'
444, '紫草坞', '39.730266', '116.093276'
445, '阎村东', '39.734677', '116.107001'
446, '北安河', '40.073863', '116.136825'
447, '温阳路', '40.074892', '116.167825'
448, '稻香湖路', '40.074788', '116.194753'
449, '屯佃', '40.074106', '116.222442'
450, '永丰', '40.077644', '116.244766'
451, '永丰南', '40.071669', '116.254611'
452, '西北旺', '40.055297', '116.264078'
453, '马连洼', '40.038769', '116.279261'
454, '农大南路', '40.027823', '116.288702'
455, '西苑', '40.004726', '116.298094'
456, '积水潭', '39.954765', '116.379185'
457, '鼓楼大街', '39.954724', '116.40011'
458, '安定门', '39.955441', '116.414597'
459, '雍和宫', '39.955113', '116.42312'
460, '东直门', '39.947892', '116.441454'
461, '东四十条', '39.939841', '116.440638'
462, '朝阳门', '39.930549', '116.440635'
463, '建国门', '39.914505', '116.441577'
464, '北京站', '39.911127', '116.433608'
465, '崇文门', '39.906953', '116.424439'
466, '前门', '39.906534', '116.404276'
467, '和平门', '39.906362', '116.390619'
468, '宣武门', '39.905881', '116.380848'
469, '长椿街', '39.90534', '116.369911'
470, '复兴门', '39.913025', '116.363762'
471, '阜成门', '39.929522', '116.362817'
472, '车公庄', '39.938351', '116.361834'
473, '西直门', '39.946436', '116.361442'
474, '积水潭', '39.954765', '116.379185'
475, '东直门', '39.947892', '116.441454'
476, '三元桥', '39.96688', '116.463573'
477, 'T3航站楼', '40.058887', '116.621643'
478, 'T2航站楼', '40.085493', '116.599563'
479, '三元桥', '39.96688', '116.463573'
480, '东直门', '39.947892', '116.441454'
481, '苹果园', '39.932476', '116.184378'
482, '古城', '39.913414', '116.197072'
483, '八角游乐园', '39.913076', '116.21939'
484, '八宝山', '39.913185', '116.242277'
485, '玉泉路', '39.913501', '116.25947'
486, '五棵松', '39.913833', '116.280423'
487, '万寿路', '39.91371', '116.30155'
488, '公主坟', '39.913509', '116.316696'
489, '军事博物馆', '39.913343', '116.329314'
490, '木樨地', '39.913125', '116.344097'
491, '南礼士路', '39.912979', '116.359221'
492, '复兴门', '39.913025', '116.363762'
493, '西单', '39.913329', '116.382001'
494, '天安门西', '39.913776', '116.39805'
495, '天安门东', '39.91408', '116.407851'
496, '王府井', '39.914398', '116.417796'
497, '东单', '39.914504', '116.425249'
498, '建国门', '39.914505', '116.441577'
499, '永安里', '39.914223', '116.457089'
500, '国贸', '39.914435', '116.467523'
501, '大望路', '39.914424', '116.48342'
502, '四惠', '39.91486', '116.501945'
503, '四惠东', '39.914943', '116.522347'
504, '宋家庄', '39.851941', '116.434913'
505, '刘家窑', '39.863689', '116.42855'
506, '蒲黄榆', '39.871689', '116.428894'
507, '天坛东门', '39.888499', '116.427391'
508, '磁器口', '39.899339', '116.426035'
509, '崇文门', '39.906953', '116.424439'
510, '东单', '39.914504', '116.425249'
511, '灯市口', '39.923597', '116.424175'
512, '东四', '39.930647', '116.423405'
513, '张自忠路', '39.939918', '116.423582'
514, '北新桥', '39.94712', '116.423295'
515, '雍和宫', '39.955113', '116.42312'
516, '和平里北街', '39.964791', '116.425006'
517, '和平西桥', '39.974558', '116.424377'
518, '惠新西街南口', '39.983276', '116.42404'
519, '惠新西街北口', '39.994194', '116.423582'
520, '大屯路东', '40.009611', '116.424567'
521, '北苑路北', '40.036826', '116.424543'
522, '立水桥南', '40.048156', '116.420986'
523, '立水桥', '40.059244', '116.418274'
524, '天通苑南', '40.07282', '116.41909'
525, '天通苑', '40.081488', '116.41918'
526, '天通苑北', '40.089597', '116.419385'
527, '四惠东', '39.914943', '116.522347'
528, '四惠', '39.91486', '116.501945'
529, '大望路', '39.914424', '116.48342'
530, '国贸', '39.914435', '116.467523'
531, '永安里', '39.914223', '116.457089'
532, '建国门', '39.914505', '116.441577'
533, '东单', '39.914504', '116.425249'
534, '王府井', '39.914398', '116.417796'
535, '天安门东', '39.91408', '116.407851'
536, '天安门西', '39.913776', '116.39805'
537, '西单', '39.913329', '116.382001'
538, '复兴门', '39.913025', '116.363762'
539, '南礼士路', '39.912979', '116.359221'
540, '木樨地', '39.913125', '116.344097'
541, '军事博物馆', '39.913343', '116.329314'
542, '公主坟', '39.913509', '116.316696'
543, '万寿路', '39.91371', '116.30155'
544, '五棵松', '39.913833', '116.280423'
545, '玉泉路', '39.913501', '116.25947'
546, '八宝山', '39.913185', '116.242277'
547, '八角游乐园', '39.913076', '116.21939'
548, '古城', '39.913414', '116.197072'
549, '苹果园', '39.932476', '116.184378'
550, '土桥', '39.877629', '116.69298'
551, '临河里', '39.881239', '116.685467'
552, '梨园', '39.889716', '116.675218'
553, '九棵树', '39.896462', '116.663922'
554, '果园', '39.89966', '116.653044'
555, '通州北苑', '39.910064', '116.64361'
556, '八里桥', '39.912218', '116.625141'
557, '管庄', '39.914907', '116.605782'
558, '双桥', '39.915885', '116.583332'
559, '传媒大学', '39.915197', '116.561375'
560, '高碑店', '39.915798', '116.538'
561, '四惠东', '39.914943', '116.522347'
562, '四惠', '39.91486', '116.501945'
563, '巴沟', '39.980389', '116.30051'
564, '火器营', '39.972383', '116.29561'
565, '长春桥', '39.964876', '116.300461'
566, '车道沟', '39.954895', '116.300274'
567, '慈寿寺', '39.93927', '116.300677'
568, '西钓鱼台', '39.929671', '116.304186'
569, '公主坟', '39.913509', '116.316696'
570, '莲花桥', '39.904081', '116.316823'
571, '六里桥', '39.886428', '116.30961'
572, '西局', '39.87224', '116.309898'
573, '泥洼', '39.8647', '116.310813'
574, '丰台站', '39.856026', '116.311475'
575, '首经贸', '39.85032', '116.326613'
576, '纪家庙', '39.850124', '116.339533'
577, '草桥', '39.851597', '116.359241'
578, '角门西', '39.851929', '116.377644'
579, '角门东', '39.851487', '116.392751'
580, '大红门', '39.851803', '116.404916'
581, '石榴庄', '39.852109', '116.420566'
582, '宋家庄', '39.851941', '116.434913'
583, '成寿寺', '39.851457', '116.454315'
584, '分钟寺', '39.857886', '116.460348'
585, '十里河', '39.871712', '116.465176'
586, '潘家园', '39.881735', '116.467741'
587, '劲松', '39.890027', '116.46801'
588, '双井', '39.899186', '116.468453'
589, '国贸', '39.914435', '116.467523'
590, '金台夕照', '39.922961', '116.468282'
591, '呼家楼', '39.928981', '116.468237'
592, '团结湖', '39.939382', '116.468337'
593, '农业展览馆', '39.946988', '116.468772'
594, '亮马桥', '39.955006', '116.468743'
595, '三元桥', '39.96688', '116.463573'
596, '太阳宫', '39.978367', '116.454059'
597, '芍药居', '39.983549', '116.443571'
598, '惠新西街南口', '39.983276', '116.42404'
599, '安贞门', '39.983322', '116.412371'
600, '北土城', '39.983255', '116.400663'
601, '健德门', '39.982833', '116.387816'
602, '牡丹园', '39.982371', '116.376446'
603, '西土城', '39.982026', '116.360484'
604, '知春路', '39.982065', '116.347619'
605, '知春里', '39.982061', '116.336091'
606, '海淀黄庄', '39.981865', '116.324348'
607, '苏州街', '39.981704', '116.312768'
608, '巴沟', '39.980389', '116.30051'
609, '西直门', '39.946436', '116.361442'
610, '车公庄', '39.938351', '116.361834'
611, '阜成门', '39.929522', '116.362817'
612, '复兴门', '39.913025', '116.363762'
613, '长椿街', '39.90534', '116.369911'
614, '宣武门', '39.905881', '116.380848'
615, '和平门', '39.906362', '116.390619'
616, '前门', '39.906534', '116.404276'
617, '崇文门', '39.906953', '116.424439'
618, '北京站', '39.911127', '116.433608'
619, '建国门', '39.914505', '116.441577'
620, '朝阳门', '39.930549', '116.440635'
621, '东四十条', '39.939841', '116.440638'
622, '东直门', '39.947892', '116.441454'
623, '雍和宫', '39.955113', '116.42312'
624, '安定门', '39.955441', '116.414597'
625, '鼓楼大街', '39.954724', '116.40011'
626, '积水潭', '39.954765', '116.379185'
627, '西直门', '39.946436', '116.361442'
628, '天通苑北', '40.089597', '116.419385'
629, '天通苑', '40.081488', '116.41918'
630, '天通苑南', '40.07282', '116.41909'
631, '立水桥', '40.059244', '116.418274'
632, '立水桥南', '40.048156', '116.420986'
633, '北苑路北', '40.036826', '116.424543'
634, '大屯路东', '40.009611', '116.424567'
635, '惠新西街北口', '39.994194', '116.423582'
636, '惠新西街南口', '39.983276', '116.42404'
637, '和平西桥', '39.974558', '116.424377'
638, '和平里北街', '39.964791', '116.425006'
639, '雍和宫', '39.955113', '116.42312'
640, '北新桥', '39.94712', '116.423295'
641, '张自忠路', '39.939918', '116.423582'
642, '东四', '39.930647', '116.423405'
643, '灯市口', '39.923597', '116.424175'
644, '东单', '39.914504', '116.425249'
645, '崇文门', '39.906953', '116.424439'
646, '磁器口', '39.899339', '116.426035'
647, '天坛东门', '39.888499', '116.427391'
648, '蒲黄榆', '39.871689', '116.428894'
649, '刘家窑', '39.863689', '116.42855'
650, '宋家庄', '39.851941', '116.434913'
651, '东直门', '39.947892', '116.441454'
652, '柳芳', '39.964106', '116.439265'
653, '光熙门', '39.974474', '116.438355'
654, '芍药居', '39.983549', '116.443571'
655, '望京西', '40.001109', '116.455596'
656, '北苑', '40.048872', '116.441315'
657, '立水桥', '40.059244', '116.418274'
658, '霍营', '40.077129', '116.366721'
659, '回龙观', '40.076426', '116.34232'
660, '龙泽', '40.076647', '116.326173'
