apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,precipType,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
21.99,,2018-09-28 00:00:00,15.71,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538064000,0.0,10.01,53.0,,3.28
22.02,,2018-09-28 01:00:00,15.99,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538067600,0.0,10.01,60.0,,3.0
21.26,,2018-09-28 02:00:00,15.28,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.26,1538071200,0.0,10.01,61.0,,2.53
20.37,,2018-09-28 03:00:00,16.28,0.78,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538074800,0.0,10.01,359.0,,2.09
19.99,,2018-09-28 04:00:00,16.57,0.82,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.83,1538078400,0.0,10.01,18.0,,2.42
20.69,,2018-09-28 05:00:00,16.57,0.78,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.54,1538082000,0.0,10.01,18.0,,2.42
20.78,,2018-09-28 06:00:00,17.28,0.82,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,20.54,1538085600,,10.01,1.0,,2.89
23.23,,2018-09-28 07:00:00,17.99,0.74,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,22.96,1538089200,,10.01,43.0,,3.25
24.43,,2018-09-28 08:00:00,17.27,0.65,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.25,1538092800,,10.01,50.0,,3.29
26.09,0.44,2018-09-28 09:00:00,16.56,0.56,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,25.97,1538096400,3.0,10.01,53.0,8.0,3.28
26.11,0.44,2018-09-28 10:00:00,16.69,0.57,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,25.97,1538100000,5.0,10.01,18.0,8.0,2.42
27.33,0.44,2018-09-28 11:00:00,16.56,0.54,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,26.68,1538103600,6.0,10.01,13.0,,4.0
27.2,0.66,2018-09-28 12:00:00,15.84,0.52,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Mostly Cloudy,26.68,1538107200,5.0,10.01,31.0,,3.8
27.48,0.66,2018-09-28 13:00:00,15.55,0.49,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Mostly Cloudy,27.11,1538110800,5.0,10.01,13.0,,4.05
27.42,0.19,2018-09-28 14:00:00,15.84,0.51,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,26.96,1538114400,5.0,10.01,36.0,,4.94
27.28,0.19,2018-09-28 15:00:00,16.27,0.53,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,26.68,1538118000,3.0,10.01,6.0,,4.84
27.33,0.19,2018-09-28 16:00:00,16.56,0.54,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,26.68,1538121600,1.0,10.01,38.0,,4.86
25.84,0.19,2018-09-28 17:00:00,16.98,0.59,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.68,1538125200,0.0,10.01,41.0,,4.75
24.83,0.37,2018-09-28 18:00:00,16.98,0.62,partly-cloudy-night,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,24.68,1538128800,0.0,10.01,36.0,,4.94
24.11,0.37,2018-09-28 19:00:00,16.99,0.65,partly-cloudy-night,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,23.96,1538132400,0.0,10.01,56.0,,4.27
24.14,0.19,2018-09-28 20:00:00,17.27,0.66,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,23.96,1538136000,0.0,10.01,52.0,10.0,4.86
23.86,,2018-09-28 21:00:00,17.27,0.67,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,23.67,1538139600,0.0,10.01,41.0,10.0,4.29
23.4,,2018-09-28 22:00:00,16.99,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,23.24,1538143200,0.0,10.01,26.0,,4.23
23.12,,2018-09-28 23:00:00,16.99,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.96,1538146800,0.0,10.01,17.0,,4.24
22.42,0.19,2018-09-29 00:00:00,16.99,0.72,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.26,1538150400,0.0,10.01,6.0,,4.24
21.72,0.19,2018-09-29 01:00:00,16.99,0.75,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.54,1538154000,0.0,10.01,13.0,,3.73
21.72,0.19,2018-09-29 02:00:00,16.99,0.75,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.54,1538157600,0.0,10.01,7.0,12.0,4.52
21.44,0.19,2018-09-29 03:00:00,16.99,0.77,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.26,1538161200,0.0,10.01,358.0,,3.52
20.84,0.19,2018-09-29 04:00:00,17.71,0.84,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.54,1538164800,0.0,10.01,354.0,,3.84
21.15,0.19,2018-09-29 05:00:00,17.99,0.84,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.82,1538168400,0.0,10.01,5.0,,3.84
21.53,,2018-09-29 06:00:00,17.71,0.8,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,21.26,1538172000,,10.01,343.0,,5.0
22.51,,2018-09-29 07:00:00,17.71,0.75,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,22.26,1538175600,,10.01,358.0,,4.78
24.51,0.19,2018-09-29 08:00:00,17.99,0.68,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.25,1538179200,2.0,10.01,0.0,,6.58
25.14,0.26,2018-09-29 09:00:00,17.27,0.62,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,24.96,1538182800,4.0,10.01,0.0,,7.29
26.21,0.35,2018-09-29 10:00:00,17.7,0.6,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,25.97,1538186400,5.0,10.01,6.0,,8.46
26.13,0.53,2018-09-29 11:00:00,16.98,0.58,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,25.97,1538190000,6.0,10.01,6.0,,8.46
26.44,0.75,2018-09-29 12:00:00,17.27,0.58,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Mostly Cloudy,26.26,1538193600,5.0,10.01,4.0,,8.54
27.33,0.75,2018-09-29 13:00:00,16.56,0.54,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Mostly Cloudy,26.68,1538197200,5.0,10.01,20.0,14.99,8.57
27.72,0.75,2018-09-29 14:00:00,17.27,0.55,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Mostly Cloudy,26.96,1538200800,4.0,10.01,17.0,14.99,8.27
26.11,0.75,2018-09-29 15:00:00,16.69,0.57,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Mostly Cloudy,25.97,1538204400,2.0,10.01,14.0,,7.84
25.77,0.66,2018-09-29 16:00:00,16.27,0.56,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Mostly Cloudy,25.68,1538208000,1.0,10.01,7.0,,7.47
24.73,0.44,2018-09-29 17:00:00,15.99,0.59,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,24.68,1538211600,0.0,10.01,7.0,,6.49
23.67,0.44,2018-09-29 18:00:00,15.56,0.6,partly-cloudy-night,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,23.67,1538215200,0.0,10.01,4.0,,7.54
23.12,0.19,2018-09-29 19:00:00,16.99,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.96,1538218800,0.0,10.01,0.0,,6.58
22.11,0.19,2018-09-29 20:00:00,16.71,0.72,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538222400,0.0,10.01,356.0,,6.55
22.14,,2018-09-29 21:00:00,16.99,0.73,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538226000,0.0,10.01,346.0,,5.56
21.89,,2018-09-29 22:00:00,17.28,0.76,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.68,1538229600,0.0,10.01,346.0,,5.84
21.16,,2018-09-29 23:00:00,16.99,0.78,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.97,1538233200,0.0,10.01,341.0,,5.86
21.16,,2018-09-30 00:00:00,16.99,0.78,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.97,1538236800,0.0,10.01,341.0,,6.29
21.07,,2018-09-30 01:00:00,16.28,0.75,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.97,1538240400,0.0,10.01,324.0,,4.84
21.07,,2018-09-30 02:00:00,16.28,0.75,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.97,1538244000,0.0,10.01,324.0,,4.84
20.37,,2018-09-30 03:00:00,16.28,0.78,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538247600,0.0,10.01,317.0,,5.22
20.47,,2018-09-30 04:00:00,16.99,0.82,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538251200,0.0,10.01,323.0,,5.55
20.47,0.19,2018-09-30 05:00:00,16.99,0.82,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538254800,0.0,10.01,318.0,,4.52
20.47,0.19,2018-09-30 06:00:00,16.99,0.82,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538258400,0.0,6.44,318.0,,4.52
21.53,0.19,2018-09-30 07:00:00,17.71,0.8,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,21.26,1538262000,0.0,6.44,313.0,,5.28
22.79,0.19,2018-09-30 08:00:00,17.71,0.74,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,22.54,1538265600,2.0,7.15,330.0,13.0,5.86
24.32,0.19,2018-09-30 09:00:00,16.27,0.61,wind,31.213,121.445,rain,xujiahui_meo,Breezy,24.25,1538269200,4.0,7.15,346.0,13.0,7.55
26.0,,2018-09-30 10:00:00,15.56,0.53,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.97,1538272800,,7.85,331.0,,6.64
27.71,,2018-09-30 11:00:00,14.55,0.45,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,27.68,1538276400,,10.01,328.0,,6.8
27.98,,2018-09-30 12:00:00,13.98,0.42,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,27.98,1538280000,,10.01,319.0,,6.8
28.69,,2018-09-30 13:00:00,12.98,0.38,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,28.69,1538283600,,10.01,317.0,,7.47
28.26,,2018-09-30 14:00:00,13.55,0.41,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,28.26,1538287200,,10.01,309.0,,6.1
28.69,,2018-09-30 15:00:00,14.26,0.41,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,28.69,1538290800,,10.01,333.0,,6.69
27.68,,2018-09-30 16:00:00,11.69,0.37,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,27.68,1538294400,,10.01,302.0,,7.14
26.1,,2018-09-30 17:00:00,13.7,0.46,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,26.1,1538298000,,10.01,343.0,,5.0
25.81,0.19,2018-09-30 18:00:00,14.13,0.49,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,25.81,1538301600,0.0,10.01,339.0,,3.66
23.59,0.19,2018-09-30 19:00:00,17.42,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,23.39,1538305200,0.0,10.01,27.0,,4.98
22.72,,2018-09-30 20:00:00,15.99,0.66,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.68,1538308800,0.0,10.01,24.0,,4.94
21.99,,2018-09-30 21:00:00,15.71,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538312400,0.0,10.01,20.0,,4.72
21.68,0.19,2018-09-30 22:00:00,14.99,0.66,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.68,1538316000,0.0,10.01,7.0,,4.98
21.4,0.19,2018-09-30 23:00:00,14.99,0.67,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.4,1538319600,0.0,10.01,353.0,,3.25
19.68,,2018-10-01 00:00:00,14.71,0.73,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.68,1538323200,0.0,10.01,346.0,,3.28
19.68,,2018-10-01 01:00:00,13.99,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.68,1538326800,0.0,10.01,328.0,,3.71
19.97,,2018-10-01 02:00:00,14.28,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538330400,0.0,10.01,304.0,,3.63
19.68,,2018-10-01 03:00:00,13.99,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.68,1538334000,0.0,10.01,273.0,,3.0
19.97,,2018-10-01 04:00:00,11.99,0.6,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538337600,0.0,10.01,292.0,,4.7
19.97,,2018-10-01 05:00:00,9.86,0.52,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538341200,0.0,10.01,307.0,,3.28
19.26,,2018-10-01 06:00:00,9.28,0.52,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,19.26,1538344800,,10.01,300.0,,4.01
20.26,,2018-10-01 07:00:00,8.28,0.46,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,20.26,1538348400,,10.01,294.0,,4.34
21.97,,2018-10-01 08:00:00,8.42,0.42,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538352000,,10.01,307.0,,4.98
23.24,,2018-10-01 09:00:00,5.99,0.33,wind,31.213,121.445,rain,xujiahui_meo,Breezy,23.24,1538355600,,10.01,325.0,,7.63
24.25,,2018-10-01 10:00:00,6.56,0.32,wind,31.213,121.445,rain,xujiahui_meo,Breezy,24.25,1538359200,,10.01,320.0,14.0,8.28
24.96,,2018-10-01 11:00:00,5.99,0.3,wind,31.213,121.445,rain,xujiahui_meo,Breezy,24.96,1538362800,,10.01,337.0,14.0,7.83
24.96,,2018-10-01 12:00:00,5.27,0.28,wind,31.213,121.445,rain,xujiahui_meo,Breezy,24.96,1538366400,,10.01,308.0,,7.78
24.96,,2018-10-01 13:00:00,6.27,0.3,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.96,1538370000,,10.01,322.0,,6.69
25.25,,2018-10-01 14:00:00,6.56,0.3,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.25,1538373600,,10.01,317.0,,7.69
25.25,,2018-10-01 15:00:00,6.98,0.31,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.25,1538377200,,10.01,327.0,,7.69
24.25,,2018-10-01 16:00:00,6.7,0.32,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.25,1538380800,,10.01,320.0,14.99,7.15
22.96,,2018-10-01 17:00:00,6.98,0.36,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,22.96,1538384400,,10.01,327.0,14.99,5.27
21.97,,2018-10-01 18:00:00,6.99,0.38,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538388000,0.0,10.01,337.0,,5.27
20.68,,2018-10-01 19:00:00,7.99,0.44,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.68,1538391600,0.0,10.01,346.0,,4.28
19.68,,2018-10-01 20:00:00,9.28,0.51,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.68,1538395200,0.0,10.01,0.0,,4.01
19.97,,2018-10-01 21:00:00,10.27,0.54,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538398800,0.0,10.01,11.0,,3.29
19.97,,2018-10-01 22:00:00,10.27,0.54,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538402400,0.0,10.01,20.0,,2.57
18.97,,2018-10-01 23:00:00,9.57,0.54,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,18.97,1538406000,0.0,10.01,16.0,,3.28
18.68,,2018-10-02 00:00:00,10.28,0.58,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,18.68,1538409600,0.0,10.01,5.0,,2.17
18.68,,2018-10-02 01:00:00,10.28,0.58,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,18.68,1538413200,0.0,10.01,1.0,,1.72
17.68,,2018-10-02 02:00:00,10.99,0.65,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,17.68,1538416800,0.0,10.01,332.0,,1.22
16.68,,2018-10-02 03:00:00,11.71,0.72,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,16.68,1538420400,0.0,10.01,320.0,,0.57
16.68,,2018-10-02 04:00:00,12.43,0.76,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,16.68,1538424000,0.0,10.01,256.0,,1.12
16.68,,2018-10-02 05:00:00,11.99,0.74,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,16.68,1538427600,0.0,10.01,219.0,,0.66
16.68,,2018-10-02 06:00:00,12.71,0.77,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,16.68,1538431200,,10.01,281.0,,0.57
17.97,,2018-10-02 07:00:00,13.28,0.74,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,17.97,1538434800,,10.01,270.0,,0.57
19.97,,2018-10-02 08:00:00,11.99,0.6,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538438400,,10.01,256.0,,1.98
23.24,,2018-10-02 09:00:00,11.7,0.48,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,23.24,1538442000,,10.01,335.0,,2.96
24.25,,2018-10-02 10:00:00,8.85,0.38,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.25,1538445600,,10.01,7.0,,3.25
24.96,0.19,2018-10-02 11:00:00,8.84,0.36,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.96,1538449200,7.0,10.01,346.0,7.72,4.46
24.96,0.19,2018-10-02 12:00:00,7.42,0.33,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.96,1538452800,7.0,10.01,15.0,7.0,2.16
25.68,0.19,2018-10-02 13:00:00,8.12,0.33,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.68,1538456400,6.0,10.01,343.0,,1.68
25.68,0.19,2018-10-02 14:00:00,8.12,0.33,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.68,1538460000,4.0,10.01,353.0,,2.88
25.68,0.19,2018-10-02 15:00:00,7.84,0.32,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.68,1538463600,2.0,10.01,354.0,,2.7
25.39,0.19,2018-10-02 16:00:00,8.41,0.34,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.39,1538467200,1.0,10.01,26.0,,1.51
24.39,0.19,2018-10-02 17:00:00,8.7,0.37,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.39,1538470800,0.0,10.01,41.0,,2.31
22.39,0.19,2018-10-02 18:00:00,12.27,0.53,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.39,1538474400,0.0,10.01,138.0,,2.71
22.39,,2018-10-02 19:00:00,12.27,0.53,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.39,1538478000,0.0,10.01,136.0,,3.41
21.4,,2018-10-02 20:00:00,12.99,0.59,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.4,1538481600,0.0,10.01,135.0,,2.69
21.11,,2018-10-02 21:00:00,13.71,0.63,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.11,1538485200,0.0,10.01,148.0,,1.59
21.4,,2018-10-02 22:00:00,12.99,0.59,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.4,1538488800,0.0,10.01,136.0,,1.79
21.4,,2018-10-02 23:00:00,12.71,0.58,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.4,1538492400,0.0,10.01,150.0,,1.55
20.4,,2018-10-03 00:00:00,12.99,0.63,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.4,1538496000,0.0,10.01,,,
19.68,,2018-10-03 01:00:00,13.71,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.68,1538499600,0.0,10.01,199.0,,0.66
19.11,,2018-10-03 02:00:00,13.71,0.71,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.11,1538503200,0.0,10.01,281.0,,0.29
18.39,,2018-10-03 03:00:00,13.71,0.74,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,18.39,1538506800,0.0,10.01,11.0,,0.72
18.39,,2018-10-03 04:00:00,14.71,0.79,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,18.39,1538510400,0.0,10.01,350.0,,0.72
17.72,,2018-10-03 06:00:00,15.14,0.85,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,17.68,1538517600,,10.01,320.0,,0.57
19.98,,2018-10-03 07:00:00,15.42,0.75,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,19.97,1538521200,,10.01,311.0,,0.57
22.26,,2018-10-03 08:00:00,14.71,0.62,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,22.26,1538524800,,10.01,353.0,,2.26
23.96,,2018-10-03 09:00:00,13.7,0.53,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,23.96,1538528400,,10.01,356.0,,3.56
23.96,,2018-10-03 10:00:00,12.27,0.48,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,23.96,1538532000,,10.01,350.0,,3.58
24.96,0.19,2018-10-03 11:00:00,11.84,0.44,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.96,1538535600,6.0,10.01,1.0,11.0,4.43
25.68,0.44,2018-10-03 12:00:00,10.84,0.39,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,25.68,1538539200,6.0,10.01,1.0,11.0,4.75
26.68,0.44,2018-10-03 13:00:00,10.13,0.35,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,26.68,1538542800,5.0,10.01,37.0,,5.27
25.68,,2018-10-03 14:00:00,10.84,0.39,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.68,1538546400,,10.01,47.0,,5.99
25.39,0.19,2018-10-03 15:00:00,10.13,0.38,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,25.39,1538550000,2.0,10.01,43.0,,5.99
24.68,0.19,2018-10-03 16:00:00,10.27,0.4,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,24.68,1538553600,1.0,10.01,50.0,12.0,6.0
23.67,,2018-10-03 17:00:00,8.42,0.38,clear-day,31.213,121.445,rain,xujiahui_meo,Clear,23.67,1538557200,,10.01,67.0,12.0,5.98
22.68,,2018-10-03 18:00:00,11.27,0.49,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.68,1538560800,0.0,10.01,60.0,10.0,5.0
22.68,,2018-10-03 19:00:00,12.27,0.52,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.68,1538564400,0.0,10.01,64.0,10.0,4.27
21.97,,2018-10-03 20:00:00,11.99,0.53,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538568000,0.0,10.01,71.0,,3.58
21.97,,2018-10-03 21:00:00,12.99,0.57,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538571600,0.0,10.01,56.0,,4.23
21.97,,2018-10-03 22:00:00,12.99,0.57,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538575200,0.0,10.01,66.0,,3.56
20.54,,2018-10-03 23:00:00,13.28,0.63,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.54,1538578800,0.0,10.01,30.0,,3.19
19.83,,2018-10-04 00:00:00,14.28,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.83,1538582400,0.0,10.01,10.0,11.0,3.24
19.83,,2018-10-04 01:00:00,13.71,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.83,1538586000,0.0,10.01,23.0,11.0,3.12
19.83,,2018-10-04 02:00:00,13.71,0.68,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.83,1538589600,0.0,10.01,32.0,,3.51
19.54,,2018-10-04 03:00:00,13.99,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.54,1538593200,0.0,10.01,26.0,,3.38
19.54,,2018-10-04 04:00:00,13.71,0.69,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,19.54,1538596800,0.0,10.01,24.0,,3.77
18.83,0.44,2018-10-04 05:00:00,14.71,0.77,partly-cloudy-night,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,18.83,1538600400,0.0,10.01,20.0,,3.89
19.83,0.44,2018-10-04 06:00:00,13.99,0.69,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,19.83,1538604000,0.0,10.01,6.0,,4.03
21.26,0.44,2018-10-04 07:00:00,14.71,0.66,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,21.26,1538607600,0.0,10.01,35.0,,5.13
23.24,0.44,2018-10-04 08:00:00,14.27,0.57,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,23.24,1538611200,2.0,10.01,27.0,,6.75
23.96,0.44,2018-10-04 09:00:00,13.7,0.53,partly-cloudy-day,31.213,121.445,rain,xujiahui_meo,Partly Cloudy,23.96,1538614800,3.0,10.01,41.0,13.0,7.29
24.96,0.44,2018-10-04 10:00:00,12.99,0.47,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,24.96,1538618400,5.0,10.01,33.0,14.99,8.26
24.96,0.44,2018-10-04 11:00:00,12.99,0.47,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,24.96,1538622000,6.0,10.01,20.0,14.99,8.57
26.38,0.19,2018-10-04 12:00:00,12.69,0.43,wind,31.213,121.445,rain,xujiahui_meo,Breezy,26.38,1538625600,7.0,10.01,26.0,14.99,9.15
26.38,0.19,2018-10-04 13:00:00,13.69,0.46,wind,31.213,121.445,rain,xujiahui_meo,Breezy,26.38,1538629200,6.0,10.01,33.0,14.0,8.26
25.68,0.44,2018-10-04 14:00:00,12.56,0.44,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,25.68,1538632800,4.0,10.01,30.0,14.0,8.99
25.39,0.75,2018-10-04 15:00:00,11.84,0.43,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Mostly Cloudy,25.39,1538636400,2.0,10.01,37.0,,8.96
24.68,0.44,2018-10-04 16:00:00,10.84,0.42,wind,31.213,121.445,rain,xujiahui_meo,Breezy and Partly Cloudy,24.68,1538640000,1.0,10.01,27.0,,9.25
23.67,,2018-10-04 17:00:00,12.27,0.49,wind,31.213,121.445,rain,xujiahui_meo,Breezy,23.67,1538643600,,10.01,30.0,,8.28
22.68,0.19,2018-10-04 18:00:00,13.28,0.55,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,22.68,1538647200,0.0,10.01,27.0,14.0,7.98
21.97,0.19,2018-10-04 19:00:00,13.28,0.58,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538650800,0.0,10.01,20.0,,8.0
21.97,,2018-10-04 20:00:00,14.28,0.62,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.97,1538654400,0.0,10.01,16.0,,5.56
21.26,,2018-10-04 21:00:00,14.57,0.66,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,21.26,1538658000,0.0,10.01,11.0,,6.29
20.54,,2018-10-04 22:00:00,14.85,0.7,clear-night,31.213,121.445,rain,xujiahui_meo,Clear,20.54,1538661600,0.0,10.01,4.0,,5.84
