73,76848,"里仁街6号院",39.8740103750042 116.371200084686,"宣武区北纬路11号永定门内",76848W0QQmonthZ6,W0QQcZ76848,432,"地上停车们","北京市公安局","北京市公安局","普通住宅",1986-05,0,15,"宣武","2011-04-12 09:36:13"
74,76349,"新安北里",39.879321 116.3632286,"白纸坊西街樱桃园新安北里",76349W0QQmonthZ6,W0QQcZ76349,0,"暂无资料","无","无","老公房",0000-00-00,0,0,"宣武","2011-04-12 09:36:18"
75,77661,"白纸坊北里",39.8806054 116.3555038,"白纸坊西街路口北",77661W0QQmonthZ6,W0QQcZ77661,0,"暂无资料","暂无资料","暂无资料","公寓",0000-00-00,0,0,"宣武","2011-04-12 09:36:22"
76,51907,"牛街18",39.8834540195507 116.363990306854,"宣武区牛街南口东侧",51907W0QQmonthZ6,W0QQcZ51907,574,"200个停车位","北京斯博房地产开发有限公司","北京东网物业管理有限公司","普通住宅",2003-09-15,7,10,"宣武","2011-04-12 09:36:27"
77,177743,"白纸坊西街14号楼",39.877872 116.3575584,"白纸坊西街14号",177743W0QQmonthZ6,W0QQcZ177743,260,"10个","80年代建筑队","自属物业","普通住宅",1988-10-15,0,0,"宣武","2011-04-12 09:36:31"
78,56784,"建功北里",39.8792634084116 116.351276636124,"白纸坊桥北菜园街以西枣林前街以南",56784W0QQmonthZ6,W0QQcZ56784,0,"充足","宣兴房地产开发有限公司","宣兴物业","普通住宅",1997-05,2,0,"宣武","2011-04-12 09:36:35"
79,50938,"瑞莲家园",39.876497 116.328024,"宣武区马连道路78号院",50938W0QQmonthZ6,W0QQcZ50938,240,"1：1","北京社团住宅合作社","社区合作社物业","普通住宅",2001-05-01,0.16,10,"宣武","2011-04-12 09:36:41"
80,68089,"槐柏树南里",39.8954810505359 116.354076862335,"长椿街",68089W0QQmonthZ6,W0QQcZ68089,0,"充足","大成开发集团总公司","暂无资料","普通住宅",1991-01,0,30,"宣武","2011-04-12 09:36:45"
81,76415,"莲花池东路24号院",39.8968474380114 116.338689029217,"北京宣武区莲花池东路；白云桥西约100米路南，北京西站北广场往东大约1000米",76415W0QQmonthZ6,W0QQcZ76415,552,86,"原电话局现电信公司","电信公司的物业","普通住宅",2000-03,0,40,"宣武","2011-04-12 09:41:49"
82,51798,"源屋曲",39.8859649703126 116.348133087158,"宣武区南滨河路27号",51798W0QQmonthZ6,W0QQcZ51798,0,"充足","北京华安泰房地产开发有限公司","北京明大物业管理有限公司","普通住宅",2004-12-31,0.6,30,"宣武","2011-04-12 09:41:54"
83,52248,"富力信然庭",39.8808771 116.396327,"宣武区南纬路35号院",52248W0QQmonthZ6,W0QQcZ52248,232,"1：1","北京富力城房地产开发有限公司","恒富物业","普通住宅",2006-10-31,2.57,42.8,"宣武","2011-04-12 09:41:59"
84,55659,"三义里小区",39.888714561722 116.329894065857,"宣武区马连道北街",55659W0QQmonthZ6,W0QQcZ55659,0,"150/车位/月","暂无资料","暂无资料","普通住宅",0000-00-00,0,30,"宣武","2011-04-12 09:42:06"
85,60819,"双槐里小区",39.8812229009014 116.370320320129,"白纸坊双槐里",60819W0QQmonthZ6,W0QQcZ60819,1860,100,"暂无资料","白纸坊双槐里","普通住宅",0000-00-00,0,80,"宣武","2011-04-12 09:42:11"
86,76966,"红居斜街",39.8837586 116.3369644,"宣武区广安门外大街红居斜街",76966W0QQmonthZ6,W0QQcZ76966,850,80,"暂无资料","暂无资料","公寓",1987-02,4,20,"宣武","2011-04-12 09:42:16"
87,76430,"长椿街东里",39.8985183 116.3635719,"长椿街地铁口东南侧",76430W0QQmonthZ6,W0QQcZ76430,0,"充足","暂无资料","暂无资料","普通住宅",1999-07-15,1.6,20,"宣武","2011-04-12 09:42:20"
88,114391,"南纬路2号院",39.8797574033936 116.394953727722,"天桥西侧陶然亭公园东",114391W0QQmonthZ6,W0QQcZ114391,0,"暂无资料","暂无资料","暂无资料","普通住宅",0000-00-00,0,0,"宣武","2011-04-12 09:42:25"
89,147724,"马莲道西里",39.8851664156164 116.325548887253,"新西城区马连道西里或马连道路9号",147724W0QQmonthZ6,W0QQcZ147724,606,0,"无","马连道西里","普通住宅",1980-12,2.75,20,"宣武","2011-04-12 09:42:29"
90,86784,"南线里小区",39.8859979 116.3512874,"南线里小区",86784W0QQmonthZ6,W0QQcZ86784,690,150,"宣武房地产开发有限公司","南线阁物业","普通住宅",1998-07-15,5,20,"宣武","2011-04-12 09:42:33"
91,181498,"西堤红山",39.8949954 116.3353121,"宣武区广安门外大街305号",181498W0QQmonthZ6,W0QQcZ181498,8,"1：1","华润置地","华润物业","普通住宅",0000-00-00,3.2,35,"宣武","2011-04-12 09:42:38"
92,55084,"红居南街小区",39.8828365585555 116.338627338409,"西二环广安门",55084W0QQmonthZ6,W0QQcZ55084,4000,"充足","银达有限公司","非常空间物业有限公司","普通住宅",0000-00-00,6.57,40,"宣武","2011-04-12 09:42:42"
93,60689,"马莲道中里",39.8893895942492 116.345086097717,"广安门外大街华联 广外医院",60689W0QQmonthZ6,W0QQcZ60689,1000,7000,"暂无资料","暂无资料","普通住宅",0000-00-00,0,20,"宣武","2011-04-12 09:42:47"
94,60798,"宣武门东大街",39.8999999 116.3795042,"宣武门东大街",60798W0QQmonthZ6,W0QQcZ60798,600,0,"城建一公司","暂无资料","普通住宅",1980-01,15,30,"宣武","2011-04-12 09:42:52"
95,50141,"西华经典",39.8887557224323 116.360857486725,"宣武区广安门大街报国寺对面",50141W0QQmonthZ6,W0QQcZ50141,220,"1位/户","北京市宣武区房地产经营开发公司","香港梁振英测量师行物业管理公司","普通住宅",1999-09-03,2.84,35,"宣武","2011-04-12 09:42:56"
96,78433,"鸭子桥",39.8770075 116.347028,"白纸坊鸭子桥",78433W0QQmonthZ6,W0QQcZ78433,6000,800,"80年代建筑队","自成物业","公寓",1985-03,2,0,"宣武","2011-04-12 09:43:01"
