,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,precipType,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
1102,13.88,,2018-10-28 07:00:00,-5.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540681200,,10.01,300.0,,7.0
1103,14.88,,2018-10-28 08:00:00,-4.97,0.25,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540684800,,10.01,330.0,,5.0
1104,16.87,,2018-10-28 09:00:00,-3.97,0.24,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540688400,,10.01,330.0,,5.0
1105,17.88,,2018-10-28 10:00:00,-5.98,0.19,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540692000,,10.01,311.0,11.0,6.0
1106,17.88,,2018-10-28 11:00:00,-4.97,0.21,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,17.88,1540695600,,10.01,320.0,11.0,8.0
1107,16.87,,2018-10-28 12:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540699200,,10.01,330.0,,6.0
1108,16.87,,2018-10-28 13:00:00,-4.97,0.22,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,16.87,1540702800,,10.01,300.0,14.0,8.99
1109,15.88,,2018-10-28 14:00:00,-2.97,0.27,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,15.88,1540706400,,10.01,290.0,13.0,8.99
1110,15.88,,2018-10-28 15:00:00,-2.97,0.27,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,15.88,1540710000,,10.01,300.0,17.0,11.0
1111,14.88,,2018-10-28 16:00:00,-1.98,0.31,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,14.88,1540713600,,10.01,341.0,17.0,8.99
1112,14.88,,2018-10-28 17:00:00,-3.97,0.27,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,14.88,1540717200,,10.01,320.0,16.0,11.0
1113,13.88,,2018-10-28 18:00:00,-3.97,0.29,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540720800,0.0,10.01,330.0,16.0,10.0
1114,13.88,,2018-10-28 19:00:00,-4.97,0.27,wind,39.98694444,116.29055559999999,rain,hadian_meo,Windy,13.88,1540724400,0.0,10.01,330.0,18.0,13.0
1115,11.87,,2018-10-28 20:00:00,-6.97,0.26,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,11.87,1540728000,0.0,10.01,341.0,16.0,11.0
1116,10.87,,2018-10-28 21:00:00,-7.97,0.26,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,10.87,1540731600,0.0,10.01,350.0,14.99,10.0
1117,6.62,,2018-10-28 22:00:00,-6.97,0.32,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540735200,0.0,10.01,60.0,14.99,4.01
1118,5.96,,2018-10-28 23:00:00,-6.97,0.34,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540738800,0.0,10.01,41.0,,3.0
1119,5.54,,2018-10-29 00:00:00,-7.97,0.34,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540742400,0.0,10.01,20.0,,2.0
1120,3.56,,2018-10-29 01:00:00,-6.97,0.39,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540746000,0.0,10.01,20.0,,3.0
1121,4.16,,2018-10-29 02:00:00,-8.95,0.31,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540749600,0.0,10.01,11.0,,4.01
1122,3.68,,2018-10-29 03:00:00,-10.97,0.27,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540753200,0.0,10.01,0.0,,5.0
1123,3.27,,2018-10-29 04:00:00,-10.97,0.27,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540756800,0.0,10.01,350.0,,6.0
1124,4.22,,2018-10-29 05:00:00,-10.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,7.88,1540760400,0.0,10.01,0.0,,7.0
1125,3.41,,2018-10-29 06:00:00,-12.97,0.21,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,7.88,1540764000,0.0,10.01,330.0,,10.0
1126,4.22,,2018-10-29 07:00:00,-13.96,0.2,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,7.88,1540767600,,10.01,330.0,,7.0
1127,6.26,,2018-10-29 08:00:00,-11.96,0.2,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,9.87,1540771200,,10.01,311.0,14.99,8.99
1128,11.87,,2018-10-29 09:00:00,-10.97,0.19,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540774800,,10.01,311.0,,6.0
1129,12.88,,2018-10-29 10:00:00,-9.97,0.19,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,12.88,1540778400,,10.01,320.0,,8.99
1130,13.88,,2018-10-29 11:00:00,-9.97,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540782000,,10.01,320.0,,6.0
1131,14.88,,2018-10-29 12:00:00,-8.95,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540785600,,10.01,330.0,,4.01
1132,15.88,,2018-10-29 13:00:00,-8.95,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,15.88,1540789200,,10.01,311.0,14.0,8.0
1133,16.87,,2018-10-29 14:00:00,-8.95,0.16,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,16.87,1540792800,,10.01,300.0,13.0,7.0
1134,15.88,,2018-10-29 15:00:00,-9.97,0.16,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,15.88,1540796400,,10.01,320.0,13.0,10.0
1135,15.88,,2018-10-29 16:00:00,-9.97,0.16,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,15.88,1540800000,,10.01,320.0,,8.0
1136,14.88,,2018-10-29 17:00:00,-8.95,0.18,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,14.88,1540803600,,10.01,320.0,,7.0
1137,13.88,,2018-10-29 18:00:00,-7.97,0.21,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540807200,0.0,10.01,311.0,,5.0
1138,9.04,,2018-10-29 19:00:00,-6.97,0.3,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540810800,0.0,10.01,0.0,,2.0
1139,4.38,,2018-10-29 20:00:00,-3.97,0.49,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540814400,0.0,10.01,20.0,,2.0
1140,3.22,,2018-10-29 21:00:00,-3.97,0.53,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540818000,0.0,10.01,20.0,,2.0
1141,0.89,,2018-10-29 22:00:00,-2.98,0.65,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540821600,0.0,10.01,0.0,,2.0
1142,10.87,,2018-10-29 23:00:00,-5.97,0.3,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1540825200,0.0,10.01,320.0,,5.0
1143,10.87,,2018-10-30 00:00:00,-6.97,0.28,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1540828800,0.0,10.01,290.0,,3.0
1144,8.36,,2018-10-30 01:00:00,-4.97,0.35,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540832400,0.0,10.01,260.0,,3.0
1145,6.62,,2018-10-30 02:00:00,-5.97,0.34,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540836000,0.0,10.01,281.0,,4.01
1146,-0.28,,2018-10-30 07:00:00,-1.99,0.76,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540854000,,10.01,11.0,,2.0
1147,12.88,,2018-10-30 10:00:00,-3.97,0.31,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540864800,,10.01,320.0,,3.0
1148,15.88,,2018-10-30 11:00:00,-4.97,0.23,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540868400,,10.01,350.0,,3.0
1149,16.87,,2018-10-30 12:00:00,-5.97,0.2,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540872000,,10.01,320.0,,5.0
1150,16.87,,2018-10-30 14:00:00,-5.97,0.2,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540879200,,10.01,300.0,8.0,3.0
1151,15.88,,2018-10-30 16:00:00,-4.97,0.23,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540886400,,10.01,80.0,,3.0
1152,7.88,,2018-10-30 18:00:00,-1.01,0.53,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540893600,0.0,10.01,,,0.0
1153,3.22,,2018-10-30 20:00:00,0.02,0.71,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540900800,0.0,10.01,101.0,,2.0
1154,1.87,,2018-10-31 00:00:00,-1.01,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540915200,0.0,10.01,20.0,,1.0
1155,0.87,,2018-10-31 01:00:00,-1.01,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1540918800,0.0,10.01,0.0,,1.0
1156,-1.45,,2018-10-31 02:00:00,-1.01,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1540922400,0.0,10.01,0.0,,2.0
1157,0.87,,2018-10-31 03:00:00,-1.01,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1540926000,0.0,10.01,20.0,,1.0
1158,-2.59,,2018-10-31 04:00:00,-1.99,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-0.11,1540929600,0.0,10.01,350.0,,2.0
1159,-2.59,,2018-10-31 05:00:00,-1.99,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-0.11,1540933200,0.0,10.01,350.0,,2.0
1160,-0.11,,2018-10-31 06:00:00,-1.99,0.87,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-0.11,1540936800,0.0,10.01,341.0,,1.0
1161,-1.26,,2018-10-31 07:00:00,-1.99,0.76,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540940400,,,350.0,,3.0
1162,3.56,,2018-10-31 08:00:00,-1.01,0.61,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540944000,,10.01,350.0,,3.0
1163,7.88,,2018-10-31 09:00:00,-2.97,0.43,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540947600,,10.01,0.0,,2.0
1164,11.87,,2018-10-31 10:00:00,-2.97,0.35,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540951200,,10.01,320.0,,3.0
1165,13.88,,2018-10-31 11:00:00,-2.97,0.31,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540954800,,10.01,20.0,,3.0
1166,15.88,,2018-10-31 12:00:00,-3.97,0.25,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540958400,,10.01,270.0,,2.0
1167,16.87,,2018-10-31 13:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540962000,,10.01,,,
1168,17.88,,2018-10-31 14:00:00,-4.97,0.21,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540965600,,10.01,320.0,,2.0
1169,16.87,,2018-10-31 15:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540969200,,10.01,320.0,,2.0
1170,16.87,,2018-10-31 16:00:00,-5.97,0.2,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540972800,,10.01,,,
1171,12.88,,2018-10-31 17:00:00,-1.98,0.36,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540976400,,10.01,,,
1172,7.88,,2018-10-31 18:00:00,-1.01,0.53,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540980000,0.0,10.01,,,
1173,6.87,,2018-10-31 19:00:00,0.02,0.62,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540983600,0.0,10.01,,,
1174,5.88,,2018-10-31 20:00:00,-1.01,0.61,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540987200,0.0,10.01,,,0.0
1175,5.88,,2018-10-31 21:00:00,0.02,0.66,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540990800,0.0,10.01,,,0.0
1176,3.89,,2018-10-31 22:00:00,0.02,0.76,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540994400,0.0,10.01,,,
1177,3.89,,2018-10-31 23:00:00,0.99,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540998000,0.0,10.01,,,0.0
1178,-0.28,,2018-11-01 00:00:00,0.02,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541001600,0.0,10.01,0.0,,2.0
1179,1.87,,2018-11-01 01:00:00,0.02,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541005200,0.0,10.01,11.0,,1.0
1180,0.87,,2018-11-01 02:00:00,0.02,0.94,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1541008800,0.0,10.01,11.0,,1.0
1181,1.87,,2018-11-01 03:00:00,0.02,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541012400,0.0,10.01,,,0.0
1182,-1.45,,2018-11-01 04:00:00,0.02,0.94,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1541016000,0.0,10.01,350.0,,2.0
1183,-0.28,,2018-11-01 05:00:00,-1.01,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541019600,0.0,10.01,350.0,,2.0
1184,-0.28,,2018-11-01 06:00:00,-1.01,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541023200,0.0,10.01,350.0,,2.0
1185,0.89,,2018-11-01 07:00:00,-1.99,0.7,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541026800,,10.01,350.0,,2.0
1186,5.54,,2018-11-01 08:00:00,0.02,0.62,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541030400,,10.01,0.0,,2.0
1187,10.87,,2018-11-01 09:00:00,-2.97,0.38,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1541034000,,10.01,0.0,,3.0
1188,14.88,,2018-11-01 10:00:00,-3.97,0.27,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1541037600,,10.01,350.0,,2.0
1189,15.88,,2018-11-01 11:00:00,-4.97,0.23,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1541041200,,10.01,350.0,,2.0
1190,16.87,,2018-11-01 12:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1541044800,,10.01,140.0,,2.0
1191,16.87,,2018-11-01 13:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1541048400,,10.01,120.0,,3.0
1192,17.88,,2018-11-01 14:00:00,-3.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1541052000,,10.01,191.0,,2.0
1193,17.88,,2018-11-01 15:00:00,-3.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1541055600,,10.01,140.0,,2.0
1194,16.87,,2018-11-01 16:00:00,-2.97,0.26,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1541059200,,10.01,170.0,,3.0
1195,11.87,,2018-11-01 17:00:00,0.02,0.44,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1541062800,,10.01,170.0,,3.0
1196,8.88,,2018-11-01 18:00:00,2.01,0.62,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541066400,0.0,10.01,,,
1197,6.87,,2018-11-01 19:00:00,2.0,0.71,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541070000,0.0,10.01,150.0,,1.0
1198,5.88,,2018-11-01 20:00:00,3.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1541073600,0.0,10.01,150.0,,1.0
1199,4.88,,2018-11-01 21:00:00,2.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541077200,0.0,10.01,120.0,,1.0
1200,4.88,,2018-11-01 22:00:00,3.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541080800,0.0,10.01,71.0,,1.0
1201,4.88,,2018-11-01 23:00:00,3.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541084400,0.0,8.0,60.0,,1.0
1202,2.07,,2018-11-02 00:00:00,2.0,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1541088000,0.0,7.0,60.0,,2.0
1203,2.07,,2018-11-02 01:00:00,2.0,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1541091600,0.0,7.0,60.0,,2.0
1204,2.87,,2018-11-02 02:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541095200,0.0,8.0,,,0.0
1205,2.87,,2018-11-02 03:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541098800,0.0,8.0,0.0,,1.0
1206,1.87,,2018-11-02 04:00:00,0.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541102400,0.0,8.0,,,0.0
1207,1.87,,2018-11-02 05:00:00,0.02,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541106000,0.0,8.0,0.0,,1.0
1208,0.87,,2018-11-02 06:00:00,0.02,0.94,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1541109600,0.0,8.0,0.0,,1.0
1209,-1.45,,2018-11-02 07:00:00,0.02,0.94,clear-day,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1541113200,,7.0,11.0,,2.0
1210,4.88,,2018-11-02 08:00:00,3.0,0.88,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541116800,,8.0,20.0,,1.0
1211,7.88,,2018-11-02 09:00:00,4.01,0.77,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1541120400,,8.0,20.0,,1.0
1212,10.87,,2018-11-02 10:00:00,2.01,0.54,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1541124000,,8.0,101.0,,2.0
1213,11.87,,2018-11-02 11:00:00,3.01,0.55,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1541127600,,8.0,131.0,,2.0
1214,12.88,,2018-11-02 12:00:00,2.01,0.48,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1541131200,,8.0,,,
1215,14.88,,2018-11-02 13:00:00,3.0,0.45,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1541134800,,7.0,150.0,,2.0
1216,15.88,,2018-11-02 14:00:00,3.0,0.42,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1541138400,,7.0,120.0,,2.0
1217,16.87,,2018-11-02 15:00:00,4.01,0.42,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1541142000,,5.01,110.0,,2.0
1218,15.88,,2018-11-02 16:00:00,4.01,0.45,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1541145600,,4.01,140.0,,2.0
1219,11.87,,2018-11-02 17:00:00,5.0,0.63,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1541149200,,4.01,60.0,,1.0
1220,8.88,,2018-11-02 18:00:00,6.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541152800,0.0,4.01,30.0,,1.0
1221,6.87,,2018-11-02 19:00:00,5.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541156400,0.0,4.01,41.0,,1.0
1222,6.87,,2018-11-02 20:00:00,4.01,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541160000,0.0,4.01,41.0,,1.0
1223,5.88,,2018-11-02 21:00:00,4.01,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1541163600,0.0,4.01,30.0,,1.0
1224,3.22,,2018-11-02 22:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541167200,0.0,4.01,80.0,,2.0
1225,4.88,,2018-11-02 23:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1541170800,0.0,4.01,80.0,,1.0
1226,3.89,,2018-11-03 00:00:00,3.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1541174400,0.0,3.51,41.0,,1.0
1227,3.89,,2018-11-03 01:00:00,3.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1541178000,0.0,3.51,,,0.0
1228,3.89,,2018-11-03 02:00:00,3.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1541181600,0.0,3.51,,,0.0
1229,0.89,,2018-11-03 03:00:00,2.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541185200,0.0,3.51,11.0,,2.0
1230,2.87,,2018-11-03 04:00:00,2.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541188800,0.0,3.51,50.0,,1.0
1231,2.87,,2018-11-03 05:00:00,2.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1541192400,0.0,3.51,,,0.0
1232,-0.28,,2018-11-03 06:00:00,1.87,1.0,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1541196000,0.0,3.51,0.0,,2.0
1233,1.87,,2018-11-03 07:00:00,1.87,1.0,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,1.87,1541199600,,3.2,80.0,,1.0
1234,4.88,,2018-11-03 08:00:00,4.01,0.94,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,4.88,1541203200,,2.9,71.0,,1.0
1235,8.88,,2018-11-03 09:00:00,5.0,0.77,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,8.88,1541206800,,2.9,80.0,,1.0
1236,10.87,,2018-11-03 10:00:00,5.0,0.67,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,10.87,1541210400,,2.99,,,
1237,12.88,,2018-11-03 11:00:00,5.0,0.59,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,12.88,1541214000,,2.99,,,
1238,13.88,,2018-11-03 12:00:00,5.0,0.55,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,13.88,1541217600,,2.99,140.0,,2.0
1239,15.88,,2018-11-03 13:00:00,5.0,0.48,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,15.88,1541221200,,2.99,150.0,,3.0
1240,16.87,,2018-11-03 14:00:00,5.0,0.45,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,16.87,1541224800,,2.99,161.0,,3.0
1241,17.88,,2018-11-03 15:00:00,5.0,0.43,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1541228400,,3.51,191.0,,2.0
1242,17.88,,2018-11-03 16:00:00,3.0,0.37,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1541232000,,3.51,180.0,,4.01
1243,15.88,,2018-11-03 17:00:00,4.01,0.45,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1541235600,,3.51,170.0,,3.0
1244,11.87,,2018-11-03 18:00:00,4.01,0.59,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1541239200,0.0,4.51,161.0,,2.0
1245,7.88,,2018-11-03 19:00:00,4.01,0.72,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541242800,0.0,6.0,170.0,,2.0
1246,7.88,,2018-11-03 20:00:00,5.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1541246400,0.0,6.0,80.0,,1.0
1247,6.87,,2018-11-03 21:00:00,5.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541250000,0.0,6.0,80.0,,1.0
1248,7.88,,2018-11-03 22:00:00,5.0,0.77,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541253600,0.0,6.0,90.0,,2.0
1249,5.54,,2018-11-03 23:00:00,5.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1541257200,0.0,6.0,90.0,,2.0
1250,9.04,,2018-11-04 00:00:00,6.0,0.77,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1541260800,0.0,6.0,350.0,,2.0
1251,7.88,,2018-11-04 01:00:00,6.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1541264400,0.0,6.0,60.0,,1.0
1252,7.88,,2018-11-04 02:00:00,6.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1541268000,0.0,6.0,60.0,,1.0
1253,7.88,,2018-11-04 03:00:00,6.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541271600,0.0,6.0,0.0,,2.0
1254,7.88,,2018-11-04 04:00:00,6.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1541275200,0.0,5.01,0.0,,2.0
1255,7.88,,2018-11-04 05:00:00,6.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1541278800,0.0,5.01,50.0,,1.0
1256,10.87,,2018-11-04 06:00:00,6.0,0.72,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1541282400,0.0,4.51,260.0,,2.0
1257,11.87,,2018-11-04 07:00:00,6.0,0.67,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1541286000,,3.51,300.0,,3.0
1258,10.87,,2018-11-04 08:00:00,6.99,0.77,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,10.87,1541289600,,3.2,320.0,,3.0
1259,10.87,1.0,2018-11-04 09:00:00,8.01,0.82,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,10.87,1541293200,1.0,2.8,320.0,,5.0
1260,7.43,1.0,2018-11-04 10:00:00,6.99,0.82,cloudy,39.98694444,116.29055559999999,rain,hadian_meo,Overcast,9.87,1541296800,2.0,4.01,320.0,,5.0
1261,6.62,1.0,2018-11-04 11:00:00,6.99,0.88,cloudy,39.98694444,116.29055559999999,rain,hadian_meo,Overcast,8.88,1541300400,2.0,5.01,320.0,,4.01
