,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,precipType,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
942,15.88,,2018-10-21 14:00:00,5.0,0.48,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540101600,,4.51,101.0,,2.0
943,15.88,,2018-10-21 15:00:00,5.0,0.48,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540105200,,4.01,131.0,,3.0
944,15.88,,2018-10-21 16:00:00,6.0,0.52,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540108800,,4.01,150.0,,2.0
945,12.88,,2018-10-21 17:00:00,6.0,0.63,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540112400,,4.01,140.0,,2.0
946,9.04,,2018-10-21 18:00:00,6.99,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540116000,0.0,4.01,131.0,,2.0
947,8.88,,2018-10-21 19:00:00,6.99,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540119600,0.0,4.01,,,
948,7.88,,2018-10-21 20:00:00,6.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540123200,0.0,4.01,71.0,,1.0
949,7.88,,2018-10-21 21:00:00,6.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540126800,0.0,4.01,50.0,,1.0
950,6.87,,2018-10-21 22:00:00,6.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540130400,0.0,4.01,60.0,,1.0
951,6.87,,2018-10-21 23:00:00,5.0,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540134000,0.0,4.01,60.0,,1.0
952,5.88,,2018-10-22 00:00:00,5.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540137600,0.0,4.01,,,0.0
953,5.88,,2018-10-22 01:00:00,5.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540141200,0.0,4.01,,,0.0
954,4.88,,2018-10-22 02:00:00,4.88,1.0,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540144800,0.0,4.01,11.0,,1.0
955,4.88,,2018-10-22 03:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540148400,0.0,3.51,0.0,,1.0
956,4.88,,2018-10-22 04:00:00,4.01,0.94,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,4.88,1540152000,0.0,2.49,0.0,,1.0
957,3.22,,2018-10-22 05:00:00,4.01,0.94,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,4.88,1540155600,0.0,2.49,0.0,,2.0
958,4.38,,2018-10-22 06:00:00,5.88,1.0,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,5.88,1540159200,0.0,2.49,0.0,,2.0
959,4.38,,2018-10-22 07:00:00,5.0,0.94,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,5.88,1540162800,,2.49,0.0,,2.0
960,6.72,,2018-10-22 08:00:00,6.0,0.88,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,7.88,1540166400,,2.49,0.0,,2.0
961,10.87,,2018-10-22 09:00:00,6.99,0.77,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,10.87,1540170000,,2.49,350.0,,2.0
962,13.88,,2018-10-22 10:00:00,6.99,0.63,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,13.88,1540173600,,2.99,320.0,,2.0
963,14.88,,2018-10-22 11:00:00,6.0,0.55,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,14.88,1540177200,,2.99,,,
964,16.87,,2018-10-22 12:00:00,6.0,0.49,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,16.87,1540180800,,2.99,,,
965,17.88,,2018-10-22 13:00:00,6.0,0.46,fog,39.98694444,116.29055559999999,rain,hadian_meo,Foggy,17.88,1540184400,,2.99,170.0,,2.0
966,18.88,,2018-10-22 14:00:00,4.99,0.4,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,18.88,1540188000,,3.51,191.0,,2.0
967,18.88,,2018-10-22 15:00:00,4.01,0.37,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,18.88,1540191600,,3.51,200.0,,3.0
968,17.88,,2018-10-22 16:00:00,4.01,0.4,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540195200,,3.51,180.0,,3.0
969,17.88,,2018-10-22 17:00:00,3.0,0.37,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540198800,,3.51,290.0,,6.0
970,14.88,0.44,2018-10-22 18:00:00,-1.98,0.31,wind,39.98694444,116.29055559999999,rain,hadian_meo,Windy and Partly Cloudy,14.88,1540202400,0.0,10.01,290.0,20.0,10.0
971,13.88,0.44,2018-10-22 19:00:00,-1.01,0.36,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy and Partly Cloudy,13.88,1540206000,0.0,10.01,270.0,14.0,7.0
972,13.88,,2018-10-22 20:00:00,-1.01,0.36,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540209600,0.0,10.01,300.0,11.0,6.0
973,13.88,,2018-10-22 21:00:00,-1.98,0.33,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540213200,0.0,10.01,270.0,7.0,2.0
974,12.88,,2018-10-22 22:00:00,-2.97,0.33,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540216800,0.0,10.01,311.0,7.0,4.01
975,11.87,,2018-10-22 23:00:00,-1.98,0.38,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540220400,0.0,10.01,311.0,8.0,3.0
976,10.87,,2018-10-23 00:00:00,-3.97,0.35,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1540224000,0.0,10.01,230.0,8.0,3.0
977,2.07,,2018-10-23 01:00:00,0.02,0.76,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540227600,0.0,10.01,251.0,,2.0
978,2.07,,2018-10-23 02:00:00,0.99,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540231200,0.0,10.01,120.0,,2.0
979,2.07,,2018-10-23 03:00:00,0.99,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540234800,0.0,10.01,120.0,,2.0
980,2.87,,2018-10-23 04:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540238400,0.0,10.01,,,
981,1.87,,2018-10-23 05:00:00,0.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540242000,0.0,10.01,290.0,,1.0
982,0.89,,2018-10-23 06:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540245600,0.0,10.01,300.0,,2.0
983,12.88,,2018-10-23 07:00:00,-3.97,0.31,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540249200,,10.01,270.0,,4.01
984,14.88,,2018-10-23 08:00:00,-4.97,0.25,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540252800,,10.01,281.0,8.0,3.0
985,15.88,,2018-10-23 09:00:00,-4.97,0.23,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,15.88,1540256400,,10.01,290.0,8.0,4.01
986,16.87,,2018-10-23 10:00:00,-4.97,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540260000,,10.01,290.0,,4.01
987,17.88,,2018-10-23 11:00:00,-6.97,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540263600,,10.01,270.0,8.99,4.01
988,18.88,,2018-10-23 12:00:00,-6.98,0.17,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,18.88,1540267200,,10.01,260.0,8.99,4.01
989,19.88,,2018-10-23 13:00:00,-7.97,0.14,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,19.88,1540270800,,10.01,210.0,8.99,4.01
990,19.88,,2018-10-23 14:00:00,-7.97,0.14,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,19.88,1540274400,,10.01,200.0,8.99,5.0
991,19.88,,2018-10-23 15:00:00,-7.97,0.14,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,19.88,1540278000,,10.01,180.0,,6.0
992,18.88,,2018-10-23 16:00:00,-6.98,0.17,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,18.88,1540281600,,10.01,180.0,,5.0
993,17.88,,2018-10-23 17:00:00,-6.97,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540285200,,10.01,200.0,,3.0
994,12.88,,2018-10-23 18:00:00,-2.97,0.33,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540288800,0.0,10.01,170.0,,3.0
995,11.87,,2018-10-23 19:00:00,-1.0,0.41,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540292400,0.0,10.01,150.0,,2.0
996,7.88,,2018-10-23 20:00:00,2.01,0.62,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540296000,0.0,10.01,161.0,,2.0
997,5.54,,2018-10-23 21:00:00,0.99,0.66,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540299600,0.0,10.01,150.0,,2.0
998,4.38,,2018-10-23 22:00:00,2.0,0.76,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540303200,0.0,10.01,131.0,,2.0
999,4.38,,2018-10-23 23:00:00,2.0,0.76,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540306800,0.0,10.01,71.0,,2.0
1000,3.89,,2018-10-24 00:00:00,0.99,0.81,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540310400,0.0,10.01,60.0,,1.0
1001,3.89,,2018-10-24 01:00:00,2.0,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,3.89,1540314000,0.0,10.01,60.0,,1.0
1002,0.89,,2018-10-24 02:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540317600,0.0,10.01,0.0,,2.0
1003,2.87,,2018-10-24 03:00:00,0.99,0.87,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540321200,0.0,10.01,,,0.0
1004,2.87,,2018-10-24 04:00:00,2.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540324800,0.0,10.01,,,0.0
1005,1.87,,2018-10-24 05:00:00,0.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540328400,0.0,10.01,,,0.0
1006,-0.28,,2018-10-24 06:00:00,0.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,1.87,1540332000,0.0,10.01,11.0,,2.0
1007,0.89,,2018-10-24 07:00:00,0.99,0.87,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,2.87,1540335600,,10.01,0.0,,2.0
1008,6.72,,2018-10-24 08:00:00,3.0,0.71,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540339200,,10.01,0.0,,2.0
1009,11.87,,2018-10-24 09:00:00,3.01,0.55,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540342800,,10.01,,,0.0
1010,14.88,,2018-10-24 10:00:00,0.99,0.39,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540346400,,10.01,,,
1011,16.87,,2018-10-24 11:00:00,0.02,0.32,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540350000,,10.01,,,
1012,18.88,,2018-10-24 12:00:00,0.02,0.28,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,18.88,1540353600,,10.01,120.0,,2.0
1013,20.88,,2018-10-24 13:00:00,-1.99,0.21,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,20.88,1540357200,,10.01,191.0,,2.0
1014,20.88,,2018-10-24 14:00:00,-1.01,0.23,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,20.88,1540360800,,10.01,191.0,,2.0
1015,21.88,,2018-10-24 15:00:00,-1.01,0.22,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,21.88,1540364400,,10.01,161.0,,3.0
1016,20.88,,2018-10-24 16:00:00,-1.99,0.21,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,20.88,1540368000,,10.01,150.0,,3.0
1017,17.88,,2018-10-24 17:00:00,0.99,0.32,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540371600,,10.01,170.0,,3.0
1018,10.87,,2018-10-24 18:00:00,5.0,0.67,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,10.87,1540375200,0.0,10.01,,,0.0
1019,8.88,,2018-10-24 19:00:00,5.0,0.77,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540378800,0.0,10.01,60.0,,1.0
1020,8.88,,2018-10-24 20:00:00,5.0,0.77,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540382400,0.0,10.01,50.0,,1.0
1021,6.87,,2018-10-24 21:00:00,4.01,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540386000,0.0,10.01,41.0,,1.0
1022,6.87,,2018-10-24 22:00:00,4.01,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,6.87,1540389600,0.0,10.01,71.0,,1.0
1023,5.88,,2018-10-24 23:00:00,3.0,0.82,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540393200,0.0,10.01,11.0,,1.0
1024,5.88,,2018-10-25 00:00:00,5.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540396800,0.0,10.01,11.0,,1.0
1025,5.88,,2018-10-25 01:00:00,4.01,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540400400,0.0,10.01,,,
1026,5.88,,2018-10-25 02:00:00,4.01,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540404000,0.0,10.01,,,0.0
1027,4.88,,2018-10-25 03:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540407600,0.0,8.0,,,0.0
1028,3.22,,2018-10-25 04:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540411200,0.0,8.0,350.0,,2.0
1029,3.22,,2018-10-25 05:00:00,4.01,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540414800,0.0,8.0,350.0,,2.0
1030,5.88,,2018-10-25 06:00:00,5.0,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,5.88,1540418400,0.0,8.0,0.0,,1.0
1031,5.96,,2018-10-25 07:00:00,4.01,0.77,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540422000,,8.0,0.0,,3.0
1032,8.88,,2018-10-25 08:00:00,6.99,0.88,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540425600,,8.0,80.0,,1.0
1033,11.87,,2018-10-25 09:00:00,5.0,0.63,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540429200,,8.0,80.0,,1.0
1034,12.88,,2018-10-25 10:00:00,6.0,0.63,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540432800,,6.0,,,
1035,14.88,,2018-10-25 11:00:00,6.99,0.59,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540436400,,4.51,120.0,,2.0
1036,14.88,,2018-10-25 12:00:00,6.0,0.55,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540440000,,4.01,270.0,10.0,4.01
1037,14.88,,2018-10-25 13:00:00,6.0,0.55,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540443600,,4.01,270.0,10.0,4.01
1038,14.88,,2018-10-25 14:00:00,6.0,0.55,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540447200,,3.51,,,
1039,14.88,,2018-10-25 15:00:00,6.99,0.59,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540450800,,3.51,101.0,,2.0
1040,13.88,,2018-10-25 16:00:00,9.0,0.72,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540454400,,3.51,150.0,,2.0
1041,12.88,,2018-10-25 17:00:00,9.0,0.77,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540458000,,3.51,140.0,,2.0
1042,8.88,,2018-10-25 18:00:00,6.99,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540461600,0.0,3.51,,,
1043,6.72,,2018-10-25 19:00:00,6.99,0.94,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,7.88,1540465200,0.0,3.51,11.0,,2.0
1044,8.36,,2018-10-25 20:00:00,8.01,0.88,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540468800,0.0,3.51,350.0,,3.0
1045,13.88,,2018-10-25 21:00:00,-4.97,0.27,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540472400,0.0,10.01,320.0,,7.0
1046,12.88,,2018-10-25 22:00:00,-6.97,0.24,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540476000,0.0,10.01,290.0,,5.0
1047,12.88,,2018-10-25 23:00:00,-9.97,0.19,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,12.88,1540479600,0.0,10.01,300.0,13.0,8.0
1048,11.87,,2018-10-26 00:00:00,-13.96,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,11.87,1540483200,0.0,10.01,290.0,17.0,11.0
1049,10.87,,2018-10-26 01:00:00,-14.93,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,10.87,1540486800,0.0,10.01,311.0,17.0,11.0
1050,7.08,,2018-10-26 02:00:00,-13.96,0.17,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540490400,0.0,10.01,290.0,17.0,6.0
1051,6.51,,2018-10-26 03:00:00,-14.93,0.16,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,9.87,1540494000,0.0,10.01,311.0,13.0,8.0
1052,5.22,,2018-10-26 04:00:00,-13.96,0.18,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,8.88,1540497600,0.0,10.01,290.0,13.0,8.0
1053,5.22,,2018-10-26 05:00:00,-13.96,0.18,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,8.88,1540501200,0.0,10.01,290.0,13.0,8.0
1054,3.92,,2018-10-26 06:00:00,-12.97,0.21,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,7.88,1540504800,0.0,10.01,281.0,,8.0
1055,3.65,,2018-10-26 07:00:00,-12.97,0.21,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,7.88,1540508400,,10.01,281.0,,8.99
1056,4.73,,2018-10-26 08:00:00,-11.96,0.22,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,8.88,1540512000,,10.01,290.0,,10.0
1057,4.52,,2018-10-26 09:00:00,-12.97,0.2,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,8.88,1540515600,,10.01,281.0,,11.0
1058,6.04,,2018-10-26 10:00:00,-12.97,0.19,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,9.87,1540519200,,10.01,281.0,16.0,10.0
1059,10.87,,2018-10-26 11:00:00,-12.97,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,10.87,1540522800,,10.01,281.0,17.0,11.0
1060,10.87,,2018-10-26 12:00:00,-12.97,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,10.87,1540526400,,10.01,290.0,17.0,11.0
1061,11.87,,2018-10-26 13:00:00,-12.97,0.16,wind,39.98694444,116.29055559999999,rain,hadian_meo,Windy,11.87,1540530000,,10.01,290.0,19.01,11.0
1062,12.88,,2018-10-26 14:00:00,-12.97,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,12.88,1540533600,,10.01,290.0,14.99,10.0
1063,12.88,,2018-10-26 15:00:00,-12.97,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,12.88,1540537200,,10.01,281.0,17.0,11.0
1064,12.88,,2018-10-26 16:00:00,-12.97,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Windy,12.88,1540540800,,10.01,290.0,17.0,12.0
1065,11.87,,2018-10-26 17:00:00,-13.96,0.15,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,11.87,1540544400,,10.01,290.0,17.0,10.0
1066,10.87,,2018-10-26 18:00:00,-12.97,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,10.87,1540548000,0.0,10.01,320.0,,7.0
1067,7.43,,2018-10-26 19:00:00,-12.97,0.19,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540551600,0.0,10.01,320.0,,5.0
1068,6.19,,2018-10-26 20:00:00,-12.97,0.2,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540555200,0.0,10.01,330.0,,5.0
1069,5.82,,2018-10-26 21:00:00,-13.96,0.18,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,8.88,1540558800,0.0,10.01,330.0,,6.0
1070,6.51,,2018-10-26 22:00:00,-13.96,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,9.87,1540562400,0.0,10.01,330.0,,8.0
1071,5.5,,2018-10-26 23:00:00,-13.96,0.18,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,8.88,1540566000,0.0,10.01,330.0,,7.0
1072,6.26,,2018-10-27 00:00:00,-13.96,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,9.87,1540569600,0.0,10.01,341.0,,8.99
1073,3.22,,2018-10-27 02:00:00,-9.97,0.33,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,4.88,1540576800,0.0,10.01,11.0,,2.0
1074,-1.45,,2018-10-27 03:00:00,-6.98,0.56,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1540580400,0.0,10.01,11.0,,2.0
1075,0.87,,2018-10-27 04:00:00,-4.98,0.65,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,0.87,1540584000,0.0,10.01,41.0,,1.0
1076,-1.14,,2018-10-27 05:00:00,-4.98,0.75,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-1.14,1540587600,0.0,10.01,,,0.0
1077,-1.14,,2018-10-27 06:00:00,-3.98,0.81,clear-night,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-1.14,1540591200,0.0,10.01,150.0,,1.0
1078,-2.59,,2018-10-27 07:00:00,-3.98,0.75,clear-day,39.98694444,116.29055559999999,snow,hadian_meo,Clear,-0.11,1540594800,,10.01,161.0,,2.0
1079,9.04,,2018-10-27 08:00:00,-8.95,0.26,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,9.87,1540598400,,10.01,200.0,,2.0
1080,11.87,,2018-10-27 09:00:00,-7.97,0.24,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,11.87,1540602000,,10.01,191.0,,2.0
1081,12.88,,2018-10-27 10:00:00,-9.97,0.19,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540605600,,10.01,210.0,,4.01
1082,13.88,,2018-10-27 11:00:00,-9.97,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540609200,,10.01,191.0,,4.01
1083,14.88,,2018-10-27 12:00:00,-9.97,0.17,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540612800,,10.01,191.0,,4.01
1084,16.87,,2018-10-27 13:00:00,-7.97,0.17,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540616400,,10.01,221.0,,3.0
1085,18.88,,2018-10-27 14:00:00,-6.98,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,18.88,1540620000,,10.01,270.0,,8.0
1086,17.88,,2018-10-27 15:00:00,-6.97,0.18,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,17.88,1540623600,,10.01,270.0,14.99,8.99
1087,18.88,,2018-10-27 16:00:00,-6.98,0.17,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,18.88,1540627200,,10.01,290.0,14.0,8.0
1088,17.88,,2018-10-27 17:00:00,-6.97,0.18,clear-day,39.98694444,116.29055559999999,rain,hadian_meo,Clear,17.88,1540630800,,10.01,290.0,13.0,6.0
1089,16.87,,2018-10-27 18:00:00,-6.97,0.19,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540634400,0.0,10.01,270.0,,4.01
1090,16.87,,2018-10-27 19:00:00,-6.97,0.19,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540638000,0.0,10.01,281.0,8.99,3.0
1091,16.87,,2018-10-27 20:00:00,-7.97,0.17,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,16.87,1540641600,0.0,10.01,290.0,13.0,6.0
1092,14.88,,2018-10-27 21:00:00,-6.97,0.21,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,14.88,1540645200,0.0,10.01,320.0,,5.0
1093,14.88,,2018-10-27 22:00:00,-7.97,0.2,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,14.88,1540648800,0.0,10.01,330.0,,7.0
1094,12.88,,2018-10-27 23:00:00,-6.97,0.24,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540652400,0.0,10.01,350.0,,5.0
1095,12.88,,2018-10-28 00:00:00,-6.97,0.24,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,12.88,1540656000,0.0,10.01,270.0,,5.0
1096,13.88,,2018-10-28 01:00:00,-6.97,0.23,clear-night,39.98694444,116.29055559999999,rain,hadian_meo,Clear,13.88,1540659600,0.0,10.01,270.0,,6.0
1097,13.88,,2018-10-28 02:00:00,-6.97,0.23,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540663200,0.0,10.01,290.0,12.0,7.0
1098,13.88,,2018-10-28 03:00:00,-5.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540666800,0.0,10.01,300.0,12.0,7.0
1099,13.88,,2018-10-28 04:00:00,-5.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540670400,0.0,10.01,300.0,,11.0
1100,13.88,,2018-10-28 05:00:00,-5.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540674000,0.0,10.01,290.0,17.0,10.0
1101,13.88,,2018-10-28 06:00:00,-5.97,0.25,wind,39.98694444,116.29055559999999,rain,hadian_meo,Breezy,13.88,1540677600,0.0,10.01,290.0,17.0,8.0
